,respiratory system disease,integumentary system disease,immune system disease,gastrointestinal system disease,musculoskeletal system disease,acquired metabolic disease,urinary system disease,cardiovascular system disease,nervous system disease,cancer,multiple
7442,0,0,0,0,0,0,0,0,0,0,1
9353,0,0,0,0,0,0,0,0,0,0,1
27030,0,0,0,0,0,0,0,0,0,1,0
2956,0,0,0,0,0,0,0,0,0,0,1
4072,0,0,0,0,0,0,0,0,0,1,0
4292,0,0,0,0,0,0,0,0,0,1,0
4436,0,0,0,0,0,0,0,0,0,1,0
5378,0,0,0,0,0,0,0,0,0,0,0
5395,0,0,0,0,0,0,0,0,0,0,0
6224,0,0,0,0,0,0,0,0,0,0,0
657,0,0,0,0,0,0,0,0,0,0,0
7048,0,0,0,0,0,0,0,0,0,0,1
9209,0,0,0,0,0,0,0,0,0,0,0
1053,0,0,0,0,0,0,0,0,0,1,0
1668,0,0,0,0,0,0,0,0,0,1,0
207,0,0,0,0,0,0,0,0,0,0,1
2322,0,0,0,0,0,0,0,0,0,1,0
2735,0,0,0,0,0,0,0,0,0,0,1
2736,0,0,0,0,0,0,0,0,0,1,0
3605,0,0,0,0,0,0,0,0,0,0,1
366,0,0,0,0,0,0,0,0,0,1,0
3683,0,0,0,0,0,0,0,0,0,0,1
3684,0,0,0,0,0,0,0,0,0,0,1
3687,0,0,0,0,0,0,0,0,0,0,1
406948,0,0,0,0,0,0,0,0,0,1,0
4869,0,0,0,0,0,0,0,0,0,1,0
4926,0,0,0,0,0,0,0,0,0,0,1
5371,0,0,0,0,0,0,0,0,0,0,1
5573,0,0,0,0,0,0,0,0,0,1,0
5909,0,0,0,0,0,0,0,0,0,1,0
5914,0,0,0,0,0,0,0,0,0,1,0
64859,0,0,0,0,0,0,0,0,0,1,0
6777,0,0,0,0,0,0,0,0,0,1,0
7056,0,0,0,0,0,0,0,0,0,0,1
7704,0,0,0,0,0,0,0,0,0,1,0
79718,0,0,0,0,0,0,0,0,0,0,1
81608,0,0,0,0,0,0,0,0,0,1,0
960,0,0,0,0,0,0,0,0,0,0,1
126133,0,0,0,0,1,0,0,0,0,0,0
22900,0,0,0,0,1,0,0,0,0,0,0
254263,0,0,0,0,1,0,0,0,0,0,0
2646,0,0,0,0,0,0,0,0,0,0,1
4296,0,0,0,0,1,0,0,0,0,0,0
56606,0,0,0,0,1,0,0,0,0,0,0
929,0,0,0,0,0,0,0,0,0,0,1
10401,0,0,0,0,0,0,0,0,0,1,0
1499,0,0,0,0,0,0,0,0,0,0,1
2261,0,0,0,0,0,0,0,0,0,1,0
3116,0,0,0,0,0,0,0,0,0,0,1
3280,0,0,0,0,0,0,0,0,0,1,0
4853,0,0,0,0,0,0,0,0,0,0,1
5457,0,0,0,0,0,0,0,0,0,1,0
7015,0,0,0,0,0,0,0,0,0,0,1
7472,0,0,0,0,0,0,0,0,0,1,0
7474,0,0,0,0,0,0,0,0,0,1,0
151507,0,0,0,0,0,0,0,0,1,0,0
216,0,0,0,0,0,0,0,0,0,0,1
22926,0,0,0,0,0,0,0,0,1,0,0
3119,0,0,0,0,0,0,0,0,0,0,1
319101,0,0,0,0,0,0,0,0,1,0,0
3822,0,0,0,0,0,0,0,0,1,0,0
5621,0,0,0,0,0,0,0,0,0,0,1
692157,0,0,0,0,0,0,0,0,1,0,0
7280,0,0,0,0,0,0,0,0,0,0,1
780851,0,0,0,0,0,0,0,0,1,0,0
79644,0,0,0,0,0,0,0,0,1,0,0
79974,0,0,0,0,0,0,0,0,1,0,0
8360,0,0,0,0,0,0,0,0,1,0,0
9108,0,0,0,0,0,0,0,0,1,0,0
10939,0,0,0,0,0,0,0,0,1,0,0
140451,0,0,0,0,0,0,0,0,1,0,0
146057,0,0,0,0,0,0,0,0,1,0,0
2296,0,0,0,0,0,0,0,0,0,0,1
23152,0,0,0,0,0,0,0,0,1,0,0
25894,0,0,0,0,0,0,0,0,1,0,0
2672,0,0,0,0,0,0,0,0,0,0,1
342371,0,0,0,0,0,0,0,0,1,0,0
5521,0,0,0,0,0,0,0,0,1,0,0
5582,0,0,0,0,0,0,0,0,1,0,0
6310,0,0,0,0,0,0,0,0,1,0,0
6311,0,0,0,0,0,0,0,0,0,0,1
6314,0,0,0,0,0,0,0,0,0,0,1
6712,0,0,0,0,0,0,0,0,1,0,0
84991,0,0,0,0,0,0,0,0,1,0,0
100188775,0,0,0,0,0,0,0,0,1,0,0
3552,0,0,0,0,0,0,0,0,0,0,1
4519,0,0,0,0,0,0,0,0,0,0,1
4535,0,0,0,0,0,0,0,0,0,0,1
4536,0,0,0,0,0,0,0,0,1,0,0
4537,0,0,0,0,0,0,0,0,1,0,0
4538,0,0,0,0,0,0,0,0,0,0,1
4539,0,0,0,0,0,0,0,0,1,0,0
4540,0,0,0,0,0,0,0,0,0,0,1
4541,0,0,0,0,0,0,0,0,0,0,1
4556,0,0,0,0,0,0,0,0,1,0,0
6121,0,0,0,0,0,0,0,0,1,0,0
9227,0,0,0,0,0,0,0,0,1,0,0
1281,0,0,0,0,0,0,0,0,0,0,1
1571,0,0,0,0,0,0,0,0,0,0,1
4088,0,0,0,0,0,0,0,0,0,0,1
53345,0,0,0,0,0,0,0,0,0,0,1
7076,0,0,0,0,0,0,0,0,0,0,1
79143,0,0,0,1,0,0,0,0,0,0,0
80339,0,0,0,1,0,0,0,0,0,0,0
1230,0,0,0,0,0,0,0,0,0,0,1
1241,0,0,0,1,0,0,0,0,0,0,0
1544,0,0,0,0,0,0,0,0,0,0,1
1728,0,0,0,0,0,0,0,0,0,0,1
174,0,0,0,0,0,0,0,0,0,0,1
2027,0,0,0,1,0,0,0,0,0,0,0
210,0,0,0,0,0,0,0,0,0,0,1
23576,0,0,0,1,0,0,0,0,0,0,0
23600,0,0,0,0,0,0,0,0,0,0,1
241,0,0,0,0,0,0,0,0,0,0,1
249,0,0,0,0,0,0,0,0,0,0,1
2570,0,0,0,0,0,0,0,0,0,0,1
2678,0,0,0,0,0,0,0,0,0,0,1
27040,0,0,0,0,0,0,0,0,0,0,1
27306,0,0,0,0,0,0,0,0,0,0,1
2869,0,0,0,0,0,0,0,0,0,0,1
2875,0,0,0,1,0,0,0,0,0,0,0
3101,0,0,0,1,0,0,0,0,0,0,0
3303,0,0,0,0,0,0,0,0,0,0,1
3556,0,0,0,1,0,0,0,0,0,0,0
3581,0,0,0,1,0,0,0,0,0,0,0
3589,0,0,0,1,0,0,0,0,0,0,0
3694,0,0,0,1,0,0,0,0,0,0,0
3728,0,0,0,0,0,0,0,0,0,0,1
4318,0,0,0,0,0,0,0,0,0,0,1
4864,0,0,0,0,0,0,0,0,0,0,1
540,0,0,0,0,0,0,0,0,0,0,1
54210,0,0,0,1,0,0,0,0,0,0,0
56624,0,0,0,1,0,0,0,0,0,0,0
6039,0,0,0,0,0,0,0,0,0,0,1
6309,0,0,0,1,0,0,0,0,0,0,0
6341,0,0,0,0,0,0,0,0,0,0,1
6430,0,0,0,0,0,0,0,0,0,0,1
6489,0,0,0,0,0,0,0,0,0,0,1
6783,0,0,0,0,0,0,0,0,0,0,1
7051,0,0,0,0,0,0,0,0,0,0,1
7078,0,0,0,0,0,0,0,0,0,0,1
7104,0,0,0,1,0,0,0,0,0,0,0
729230,0,0,0,0,0,0,0,0,0,0,1
7295,0,0,0,0,0,0,0,0,0,0,1
7305,0,0,0,0,0,0,0,0,0,0,1
83716,0,0,0,0,0,0,0,0,0,0,1
8829,0,0,0,0,0,0,0,0,0,0,1
885,0,0,0,0,0,0,0,0,0,0,1
9021,0,0,0,0,0,0,0,0,0,0,1
915,0,0,0,0,0,0,0,0,0,0,1
942,0,0,0,0,0,0,0,0,0,0,1
9420,0,0,0,0,0,0,0,0,0,0,1
94235,0,0,0,1,0,0,0,0,0,0,0
974,0,0,0,1,0,0,0,0,0,0,0
9971,0,0,0,0,0,0,0,0,0,0,1
1535,0,0,0,0,0,0,0,0,0,0,1
1555,0,0,0,0,0,0,0,0,0,0,1
1557,0,0,0,0,0,0,0,0,0,0,1
1839,0,0,0,0,0,0,0,0,0,0,1
19,0,0,0,0,0,0,0,0,0,0,1
2194,0,0,0,0,0,0,0,0,0,0,1
3156,0,0,0,0,0,0,0,0,0,0,1
38,0,0,0,0,0,0,1,0,0,0,0
4481,0,0,0,0,0,0,0,0,0,0,1
4627,0,0,0,0,0,0,1,0,0,0,0
50507,0,0,0,0,0,0,0,0,0,0,1
5076,0,0,0,0,0,0,1,0,0,0,0
51085,0,0,0,0,0,0,0,0,0,0,1
51094,0,0,0,0,0,0,1,0,0,0,0
5465,0,0,0,0,0,0,0,0,0,0,1
56729,0,0,0,0,0,0,0,0,0,0,1
5742,0,0,0,0,0,0,0,0,0,0,1
6720,0,0,0,0,0,0,0,0,0,0,1
6721,0,0,0,0,0,0,0,0,0,0,1
9619,0,0,0,0,0,0,0,0,0,0,1
123263,0,0,0,0,0,0,0,0,0,0,0
1355,0,0,0,0,0,0,0,0,0,0,0
137682,0,0,0,0,0,0,0,0,1,0,0
1738,0,0,0,0,0,0,0,0,0,0,0
1892,0,0,0,0,0,0,0,0,0,0,1
374291,0,0,0,0,0,0,0,0,0,0,0
4566,0,0,0,0,0,0,0,0,0,0,0
4567,0,0,0,0,1,0,0,0,0,0,0
4577,0,0,0,0,0,0,0,0,0,0,0
4578,0,0,0,0,1,0,0,0,0,0,0
4695,0,0,0,0,0,0,0,0,0,1,0
4720,0,0,0,0,0,0,0,0,0,0,1
4722,0,0,0,0,0,0,0,0,0,1,0
4723,0,0,0,0,0,0,0,0,0,1,0
4724,0,0,0,0,0,0,0,0,0,0,0
4728,0,0,0,0,0,0,0,0,0,0,0
51204,0,0,0,0,0,0,0,0,0,0,0
5428,0,0,0,0,0,0,0,0,1,0,0
55572,0,0,0,0,1,0,0,0,0,0,0
55699,0,0,0,0,0,0,1,0,0,0,0
617,0,0,0,0,0,0,0,0,0,0,0
6389,0,0,0,0,0,0,0,1,0,0,0
6834,0,0,0,0,0,0,0,0,0,0,0
79133,0,0,0,0,0,0,0,0,0,0,0
79731,0,0,0,0,0,0,0,0,0,0,0
91942,0,0,0,0,0,0,0,0,0,0,0
9997,0,0,0,0,0,0,0,0,0,0,1
100131327,0,0,1,0,0,0,0,0,0,0,0
100188846,0,0,1,0,0,0,0,0,0,0,0
100188870,0,0,1,0,0,0,0,0,0,0,0
100188871,0,0,1,0,0,0,0,0,0,0,0
100188872,0,0,1,0,0,0,0,0,0,0,0
100188873,0,0,1,0,0,0,0,0,0,0,0
100188874,0,0,1,0,0,0,0,0,0,0,0
100188875,0,0,1,0,0,0,0,0,0,0,0
10019,0,0,0,0,0,0,0,0,0,0,1
100301522,0,0,1,0,0,0,0,0,0,0,0
101927156,0,0,1,0,0,0,0,0,0,0,0
101927840,0,0,1,0,0,0,0,0,0,0,0
101928376,0,0,0,0,0,0,0,0,0,0,1
10301,0,0,0,0,0,0,0,0,0,0,1
1233,0,0,0,0,0,0,0,0,0,0,1
150223,0,0,1,0,0,0,0,0,0,0,0
150962,0,0,0,0,0,0,0,0,0,0,1
154215,0,0,0,0,0,0,0,0,0,0,1
2113,0,0,0,0,0,0,0,0,0,0,1
23150,0,0,0,0,0,0,0,0,0,0,1
23308,0,0,0,0,0,0,0,0,0,0,1
284099,0,0,1,0,0,0,0,0,0,0,0
31,0,0,1,0,0,0,0,0,0,0,0
317782,0,0,1,0,0,0,0,0,0,0,0
338332,0,0,1,0,0,0,0,0,0,0,0
3600,0,0,1,0,0,0,0,0,0,0,0
387357,0,0,1,0,0,0,0,0,0,0,0
4026,0,0,0,0,0,0,0,0,0,0,1
4650,0,0,1,0,0,0,0,0,0,0,0
4660,0,0,0,0,0,0,0,0,0,0,1
4774,0,0,1,0,0,0,0,0,0,0,0
57514,0,0,1,0,0,0,0,0,0,0,0
59067,0,0,0,0,0,0,0,0,0,0,1
60468,0,0,0,0,0,0,0,0,0,0,1
7473,0,0,0,0,0,0,0,0,0,0,1
8809,0,0,0,0,0,0,0,0,0,0,1
919,0,0,1,0,0,0,0,0,0,0,0
941,0,0,0,0,0,0,0,0,0,0,1
100287616,0,0,0,0,0,0,0,0,1,0,0
1030,0,0,0,0,0,0,0,0,0,0,1
10587,0,0,0,0,0,0,0,0,0,0,1
120526,0,0,0,0,0,0,0,0,1,0,0
1301,0,0,0,0,0,0,0,0,0,0,1
144100,0,0,0,0,0,0,0,0,1,0,0
196294,0,0,0,0,0,0,0,0,1,0,0
23424,0,0,0,0,0,0,0,0,1,0,0
26610,0,0,0,0,0,0,0,0,1,0,0
2762,0,0,0,0,0,0,0,0,1,0,0
344148,0,0,0,0,0,0,0,0,1,0,0
4016,0,0,0,0,0,0,0,0,0,0,1
4638,0,0,0,0,0,0,0,0,0,0,1
51071,0,0,0,0,0,0,0,0,1,0,0
5373,0,0,0,0,0,0,0,0,1,0,0
55133,0,0,0,0,0,0,0,0,0,0,1
60312,0,0,0,0,0,0,0,0,1,0,0
7042,0,0,0,0,0,0,0,0,0,0,1
8671,0,0,0,0,0,0,0,0,1,0,0
1158,0,0,0,0,0,0,0,0,0,0,1
134,0,0,0,0,0,0,0,1,0,0,0
140,0,0,0,0,0,0,0,0,0,0,1
5020,0,0,0,0,0,0,0,0,0,0,1
54205,0,0,0,0,0,0,0,0,0,0,1
551,0,0,0,0,0,0,0,0,0,0,1
5601,0,0,0,0,0,0,0,1,0,0,0
6275,0,0,0,0,0,0,0,0,0,0,1
7498,0,0,0,0,0,0,0,0,0,0,1
871,0,0,0,0,0,0,0,0,0,0,1
1592,0,0,0,0,0,0,0,0,0,0,1
2328,0,0,0,0,0,0,0,0,1,0,0
26585,0,0,0,0,0,0,0,0,0,0,1
4163,0,0,0,0,0,0,0,0,0,1,0
4595,0,0,0,0,0,0,0,0,0,0,1
4913,0,0,0,0,0,0,0,0,0,0,0
10618,0,0,0,0,0,0,0,0,0,0,0
163223,0,0,0,0,0,0,0,0,0,0,0
163882,0,0,0,0,0,0,0,0,0,0,0
1733,0,0,0,0,0,0,0,0,0,1,0
3398,0,0,0,0,0,0,0,0,0,0,1
3399,0,0,0,0,0,0,0,0,0,0,1
3693,0,0,0,0,0,0,0,0,0,0,0
51454,0,0,0,0,0,0,0,0,0,0,0
687,0,0,0,0,0,0,0,0,0,0,0
6926,0,0,0,0,0,0,0,0,0,1,0
101927284,0,0,0,0,0,0,0,0,0,0,0
1312,0,0,0,0,0,0,0,0,0,1,0
150,0,0,0,0,0,0,0,0,0,0,1
387572,0,0,0,0,0,0,0,0,0,0,0
5317,0,0,0,0,0,0,0,0,0,0,0
54549,0,0,0,0,0,0,0,0,0,0,0
57101,0,0,0,0,0,0,0,0,0,0,0
57658,0,0,0,0,0,0,0,0,0,0,0
619493,0,0,0,0,0,0,0,0,0,0,0
677663,0,0,0,0,0,0,0,0,0,0,0
887,0,0,0,0,0,0,0,0,0,0,0
2796,0,0,0,0,0,0,0,0,0,0,1
2798,0,0,0,0,0,0,0,0,0,1,0
5925,0,0,0,0,0,0,0,0,0,0,1
7253,0,0,0,0,0,0,0,0,0,0,1
1139,0,0,0,0,0,0,0,0,1,0,0
1141,0,0,0,0,0,0,0,0,1,0,0
3757,0,0,0,0,0,0,0,0,0,0,1
3784,0,0,0,0,0,1,0,0,0,0,0
6330,0,0,0,0,0,0,0,0,0,0,0
859,0,0,0,0,0,0,0,1,0,0,0
100306937,0,0,0,0,0,0,0,0,0,1,0
100306938,0,0,0,0,0,0,0,0,0,1,0
100306939,0,0,0,0,0,0,0,0,0,1,0
10413,0,0,0,0,0,0,0,0,0,0,1
11200,0,0,0,0,0,0,0,0,0,1,0
1621,0,0,0,0,0,0,0,0,0,0,1
23095,0,0,0,0,0,0,0,0,0,0,1
26038,0,0,0,0,0,0,0,0,0,1,0
3082,0,0,0,0,0,0,0,0,0,0,1
3456,0,0,0,0,0,0,0,0,0,0,1
389421,0,0,0,0,0,0,0,0,0,1,0
4004,0,0,0,0,0,0,0,0,0,1,0
401237,0,0,0,0,0,0,0,0,0,1,0
4233,0,0,0,0,0,0,0,0,0,0,1
4513,0,0,0,0,0,0,0,0,0,1,0
4609,0,0,0,0,0,0,0,0,0,0,1
4826,0,0,0,0,0,0,0,0,0,1,0
4830,0,0,0,0,0,0,0,0,0,0,1
4893,0,0,0,0,0,0,0,0,0,0,1
4914,0,0,0,0,0,0,0,0,0,0,1
4915,0,0,0,0,0,0,0,0,0,0,1
51144,0,0,0,0,0,0,0,0,0,1,0
57492,0,0,0,0,0,0,0,0,0,1,0
57531,0,0,0,0,0,0,0,0,0,0,1
5781,0,0,0,0,0,0,0,0,0,1,0
5784,0,0,0,0,0,0,0,0,0,1,0
580,0,0,0,0,0,0,0,0,0,1,0
590,0,0,0,0,0,0,0,0,0,0,1
65018,0,0,0,0,0,0,0,0,0,0,1
6790,0,0,0,0,0,0,0,0,0,0,1
7054,0,0,0,0,0,0,0,0,0,0,1
729177,0,0,0,0,0,0,0,0,0,1,0
7869,0,0,0,0,0,0,0,0,0,1,0
81704,0,0,0,0,0,0,0,0,0,1,0
83593,0,0,0,0,0,0,0,0,0,1,0
84181,0,0,0,0,0,0,0,0,0,1,0
8743,0,0,0,0,0,0,0,0,0,1,0
8929,0,0,0,0,0,0,0,0,0,0,1
10683,0,0,0,0,0,0,0,0,0,0,1
1280,0,0,0,0,0,0,0,0,0,0,1
1297,0,0,0,0,0,0,0,0,0,0,1
2316,0,0,0,0,0,0,0,0,0,0,1
2321,0,0,0,0,0,0,0,0,0,0,1
2720,0,0,0,0,0,0,0,0,0,0,1
3339,0,0,0,0,1,0,0,0,0,0,0
50964,0,0,0,0,1,0,0,0,0,0,0
59341,0,0,0,0,0,0,0,0,0,0,1
6399,0,0,0,0,1,0,0,0,0,0,0
9719,0,0,0,0,0,0,0,0,0,0,1
2176,0,0,1,0,0,0,0,0,0,0,0
2177,0,0,1,0,0,0,0,0,0,0,0
2178,0,0,1,0,0,0,0,0,0,0,0
2187,0,0,1,0,0,0,0,0,0,0,0
2188,0,0,1,0,0,0,0,0,0,0,0
29089,0,0,1,0,0,0,0,0,0,0,0
4599,0,0,0,0,0,0,0,0,0,0,1
55120,0,0,1,0,0,0,0,0,0,0,0
55215,0,0,0,0,0,0,0,0,0,0,1
57697,0,0,1,0,0,0,0,0,0,0,0
5889,0,0,0,0,0,0,0,0,0,0,1
675,0,0,0,0,0,0,0,0,0,0,1
79728,0,0,0,0,0,0,0,0,0,0,1
83990,0,0,0,0,0,0,0,0,0,0,1
84464,0,0,1,0,0,0,0,0,0,0,0
1822,0,0,0,0,0,0,0,0,1,0,0
26278,0,0,0,0,0,0,0,0,1,0,0
3746,0,0,0,0,0,0,0,0,1,0,0
378884,0,0,0,0,0,0,0,0,1,0,0
4758,0,0,0,0,0,0,0,0,1,0,0
5274,0,0,0,0,0,0,0,0,1,0,0
54982,0,0,0,0,0,0,0,0,1,0,0
57465,0,0,0,0,0,0,0,0,1,0,0
7248,0,0,0,0,0,0,0,0,0,0,1
7957,0,0,0,0,0,0,0,0,1,0,0
11035,0,0,0,0,0,0,0,0,0,0,1
1278,0,0,0,0,0,0,0,0,0,0,1
2209,0,0,0,0,0,0,0,0,0,0,1
3357,0,0,0,0,0,0,0,1,0,0,0
3717,0,0,0,0,0,0,0,0,0,0,1
4046,0,0,0,0,0,0,0,0,0,0,1
5777,0,0,0,0,0,0,0,0,0,0,1
632,0,0,0,0,0,0,0,0,0,0,1
6693,0,0,0,0,0,0,0,0,0,0,1
729,0,0,0,0,0,0,0,0,0,0,1
80781,0,0,0,0,0,0,0,0,0,0,1
836,0,0,0,0,0,0,0,0,0,0,1
9450,0,0,0,0,0,0,0,0,0,0,1
10549,0,0,0,0,0,0,0,0,0,0,1
2444,0,0,0,0,0,0,0,0,0,0,1
407040,0,0,0,0,0,0,0,0,0,0,1
5562,0,0,0,0,0,0,0,0,0,0,1
5919,0,0,0,0,0,1,0,0,0,0,0
79661,0,0,0,0,0,1,0,0,0,0,0
10667,0,0,0,0,0,0,0,0,0,0,1
26235,0,0,0,0,0,0,0,0,0,0,1
4568,0,0,0,0,1,0,0,0,0,0,0
4573,0,0,0,0,1,0,0,0,0,0,0
4729,0,0,0,0,0,0,0,0,0,0,1
54968,0,0,0,0,0,0,0,0,0,0,1
56947,0,0,0,0,1,0,0,0,0,0,0
91574,0,0,0,0,1,0,0,0,0,0,0
2554,0,0,0,0,0,0,0,0,1,0,0
2560,0,0,0,0,0,0,0,0,1,0,0
2752,0,0,0,0,0,0,0,0,0,0,1
4128,0,0,0,0,0,0,0,0,0,0,1
4129,0,0,0,0,0,0,0,0,1,0,0
4842,0,0,0,0,0,0,0,0,0,0,1
706,0,0,0,0,0,0,0,0,1,0,0
100128088,0,0,0,0,0,0,0,0,1,0,0
100131395,0,0,0,0,0,0,0,0,1,0,0
100133941,0,0,0,0,0,0,0,0,1,0,0
100271694,0,0,0,0,0,0,0,0,1,0,0
100271695,0,0,0,0,0,0,0,0,1,0,0
100271696,0,0,0,0,0,0,0,0,1,0,0
100506047,0,0,0,0,0,0,0,0,1,0,0
10055,0,0,0,0,0,0,0,0,1,0,0
100616384,0,0,0,0,0,0,0,0,1,0,0
101927027,0,0,0,0,0,0,0,0,1,0,0
101927314,0,0,0,0,0,0,0,0,1,0,0
101928464,0,0,0,0,0,0,0,0,1,0,0
101928791,0,0,0,0,0,0,0,0,1,0,0
10198,0,0,0,0,0,0,0,0,0,0,1
10461,0,0,0,0,0,0,0,0,0,0,1
10538,0,0,0,0,0,0,0,0,1,0,0
10636,0,0,0,0,0,0,0,0,0,0,1
10892,0,0,0,0,0,0,0,0,1,0,0
116986,0,0,0,0,0,0,0,0,1,0,0
140685,0,0,0,0,0,0,0,0,1,0,0
148867,0,0,0,0,0,0,0,0,0,0,1
1591,0,0,0,0,0,0,0,0,1,0,0
1594,0,0,0,0,0,0,0,0,0,0,1
160365,0,0,0,0,0,0,0,0,0,0,1
163059,0,0,0,0,0,0,0,0,1,0,0
2315,0,0,0,0,0,0,0,0,0,0,1
23274,0,0,0,0,0,0,0,0,0,0,1
27120,0,0,0,0,0,0,0,0,1,0,0
284677,0,0,0,0,0,0,0,0,1,0,0
285362,0,0,0,0,0,0,0,0,1,0,0
285830,0,0,0,0,0,0,0,0,1,0,0
3122,0,0,0,0,0,0,0,0,0,0,1
3128,0,0,0,0,0,0,0,0,1,0,0
3134,0,0,0,0,0,0,0,0,1,0,0
3574,0,0,0,0,0,0,0,0,1,0,0
3575,0,0,0,0,0,0,0,0,0,0,1
3592,0,0,0,0,0,0,0,0,0,0,1
3766,0,0,0,0,0,0,0,0,1,0,0
4126,0,0,0,0,0,0,0,0,1,0,0
4162,0,0,0,0,0,0,0,0,1,0,0
4234,0,0,0,0,0,0,0,0,1,0,0
4249,0,0,0,0,0,0,0,0,1,0,0
4397,0,0,0,0,0,0,0,0,1,0,0
440836,0,0,0,0,0,0,0,0,1,0,0
5010,0,0,0,0,0,0,0,0,1,0,0
51300,0,0,0,0,0,0,0,0,0,0,1
5133,0,0,0,0,0,0,0,0,0,0,1
54806,0,0,0,0,0,0,0,0,1,0,0
55765,0,0,0,0,0,0,0,0,0,0,1
57727,0,0,0,0,0,0,0,0,1,0,0
5817,0,0,0,0,0,0,0,0,1,0,0
58513,0,0,0,0,0,0,0,0,1,0,0
6041,0,0,0,0,0,0,0,0,0,0,1
6198,0,0,0,0,0,0,0,0,0,0,1
6401,0,0,0,0,0,0,0,0,0,0,1
64084,0,0,0,0,0,0,0,0,0,0,1
642636,0,0,0,0,0,0,0,0,1,0,0
643,0,0,0,0,0,0,0,0,0,0,1
6565,0,0,0,0,0,0,0,0,0,0,1
677,0,0,0,0,0,0,0,0,0,0,1
7132,0,0,0,0,0,0,0,0,0,0,1
7410,0,0,0,0,0,0,0,0,1,0,0
7813,0,0,0,0,0,0,0,0,1,0,0
79925,0,0,0,0,0,0,0,0,1,0,0
79970,0,0,0,0,0,0,0,0,1,0,0
84769,0,0,0,0,0,0,0,0,1,0,0
8575,0,0,0,0,0,0,0,0,1,0,0
868,0,0,0,0,0,0,0,0,1,0,0
923,0,0,0,0,0,0,0,0,0,0,1
9639,0,0,0,0,0,0,0,0,1,0,0
965,0,0,0,0,0,0,0,0,1,0,0
100188798,0,0,0,0,1,0,0,0,0,0,0
100188803,0,0,0,0,1,0,0,0,0,0,0
100188804,0,0,0,0,1,0,0,0,0,0,0
100190928,0,0,0,0,1,0,0,0,0,0,0
100196918,0,0,0,0,1,0,0,0,0,0,0
100322878,0,0,0,0,1,0,0,0,0,0,0
100379200,0,0,0,0,1,0,0,0,0,0,0
100532732,0,0,0,0,1,0,0,0,0,0,0
100874048,0,0,0,0,1,0,0,0,0,0,0
10320,0,0,0,0,0,0,0,0,0,0,1
11277,0,0,0,0,0,0,0,0,0,0,1
1191,0,0,0,0,0,0,0,0,0,0,1
121260,0,0,0,0,1,0,0,0,0,0,0
1389,0,0,0,0,1,0,0,0,0,0,0
1445,0,0,0,0,1,0,0,0,0,0,0
170682,0,0,0,0,1,0,0,0,0,0,0
1773,0,0,0,0,0,0,0,0,0,0,1
1997,0,0,0,0,1,0,0,0,0,0,0
219285,0,0,0,0,0,0,0,0,0,0,1
2214,0,0,0,0,1,0,0,0,0,0,0
221527,0,0,0,0,1,0,0,0,0,0,0
23294,0,0,0,0,0,0,0,0,0,0,1
25780,0,0,0,0,1,0,0,0,0,0,0
283742,0,0,0,0,1,0,0,0,0,0,0
2842,0,0,0,0,1,0,0,0,0,0,0
286016,0,0,0,0,0,0,0,0,0,0,1
3092,0,0,0,0,0,0,0,0,0,0,1
3120,0,0,0,0,1,0,0,0,0,0,0
3918,0,0,0,0,1,0,0,0,0,0,0
404714,0,0,0,0,1,0,0,0,0,0,0
4299,0,0,0,0,0,0,0,0,0,0,1
4439,0,0,0,0,1,0,0,0,0,0,0
474354,0,0,0,0,1,0,0,0,0,0,0
50615,0,0,0,0,1,0,0,0,0,0,0
54887,0,0,0,0,1,0,0,0,0,0,0
55024,0,0,0,0,1,0,0,0,0,0,0
57661,0,0,0,0,1,0,0,0,0,0,0
629,0,0,0,0,0,0,0,0,0,0,1
64695,0,0,0,0,1,0,0,0,0,0,0
64805,0,0,0,0,0,0,0,0,0,0,1
7100,0,0,0,0,0,0,0,0,0,0,1
712,0,0,0,0,0,0,0,0,0,0,1
7148,0,0,0,0,0,0,0,0,0,0,1
717,0,0,0,0,0,0,0,0,0,0,1
720,0,0,0,0,0,0,0,0,0,0,1
7292,0,0,0,0,0,0,0,0,0,0,1
7332,0,0,0,0,0,0,0,0,0,0,1
79932,0,0,0,0,0,0,0,0,0,0,1
10476,0,0,0,0,0,0,0,0,0,1,0
10961,0,0,0,0,0,0,0,0,0,1,0
1136,0,0,0,0,0,0,0,0,0,0,1
1553,0,0,0,0,0,0,0,0,0,1,0
2186,0,0,0,0,0,0,0,0,0,1,0
226,0,0,0,0,0,0,0,0,0,0,1
2791,0,0,0,0,0,0,0,0,0,1,0
2810,0,0,0,0,0,0,0,0,0,1,0
301,0,0,0,0,0,0,0,0,0,0,1
3028,0,0,0,0,0,0,0,0,0,1,0
308,0,0,0,0,0,0,0,0,0,0,1
3148,0,0,0,0,0,0,0,0,0,0,1
3726,0,0,0,0,0,0,0,0,0,0,1
4000,0,0,0,0,0,0,0,0,0,0,1
4437,0,0,0,0,0,0,0,0,0,1,0
4921,0,0,0,0,0,0,0,0,0,1,0
4968,0,0,0,0,0,0,0,0,0,0,1
5604,0,0,0,0,0,0,0,0,0,0,1
6098,0,0,0,0,0,0,0,0,0,1,0
6794,0,0,0,0,0,0,0,0,0,0,1
7508,0,0,0,0,0,0,0,0,0,1,0
822,0,0,0,0,0,0,0,0,0,1,0
8626,0,0,0,0,0,0,0,0,0,1,0
