,diseased
27145,1
27339,1
2737,1
28973,1
29777,1
29894,1
30834,1
3199,1
3384,1
3400,1
4588,1
4907,1
5036,1
50813,1
51035,1
51042,1
51594,1
51728,1
5325,1
53635,1
5480,1
5518,1
5524,1
5550,1
5564,1
55739,1
56915,1
57610,1
5792,1
5793,1
5886,1
5918,1
5947,1
6137,1
6141,1
6209,1
6227,1
637,1
64963,1
6628,1
6700,1
7022,1
7730,1
79187,1
80324,1
80328,1
8148,1
81605,1
8189,1
83998,1
84364,1
84527,1
84654,1
84790,1
8516,1
8530,1
8611,1
8802,1
8857,1
9136,1
9277,1
9725,1
9788,1
9805,1
11174,1
407050,1
442894,1
4486,1
85417,1
9183,1
101929163,1
10766,1
116449,1
473,1
64094,1
6503,1
80736,1
7425,1
100270916,1
102465435,1
109,1
11007,1
11140,1
11273,1
126789,1
1673,1
170595,1
253430,1
283463,1
2859,1
30829,1
317669,1
3378,1
403150,1
414236,1
441108,1
50608,1
50941,1
50942,1
51174,1
51564,1
54973,1
55054,1
57042,1
6097,1
64114,1
64167,1
64784,1
80762,1
80824,1
81619,1
8224,1
8453,1
91975,1
9231,1
9404,1
9777,1
2077,1
57539,1
6938,1
1306,1
171024,1
257202,1
284654,1
4905,1
57522,1
79915,1
100188850,1
10512,1
223117,1
246321,1
246322,1
404719,1
404720,1
4902,1
10775,1
23213,1
25803,1
285601,1
3231,1
3235,1
331,1
4576,1
51029,1
5501,1
574048,1
607,1
6765,1
79084,1
79156,1
83636,1
8725,1
9149,1
2770,1
2773,1
1237,1
2826,1
2891,1
55163,1
6547,1
6754,1
6755,1
8566,1
1407,1
1408,1
5657,1
613,1
8864,1
27161,1
51527,1
55102,1
5885,1
7155,1
9126,1
197,1
8074,1
9356,1
11167,1
100129583,1
100287944,1
100359403,1
100631383,1
101929655,1
102724307,1
10295,1
1272,1
1305,1
136853,1
147081,1
154043,1
1620,1
162540,1
1644,1
199,1
22876,1
23400,1
2580,1
2941,1
339105,1
342125,1
3761,1
401884,1
4099,1
51693,1
55737,1
55974,1
56922,1
57111,1
57568,1
6014,1
6128,1
6456,1
64710,1
6888,1
7784,1
79780,1
80333,1
84286,1
84660,1
9726,1
9842,1
1108,1
1583,1
231,1
3294,1
4216,1
55558,1
6405,1
64061,1
100188863,1
10025,1
100506885,1
10090,1
10140,1
10154,1
10902,1
10924,1
116039,1
1368,1
149111,1
1604,1
1655,1
1994,1
23054,1
23421,1
23428,1
25802,1
25840,1
29079,1
29116,1
3549,1
3696,1
387496,1
389558,1
4070,1
4741,1
51621,1
5469,1
55959,1
56172,1
5732,1
5737,1
59350,1
715,1
7181,1
7182,1
79625,1
79822,1
8390,1
9112,1
9120,1
9219,1
92304,1
9282,1
9318,1
9440,1
9953,1
9975,1
131,1
2788,1
4215,1
4495,1
7284,1
100302511,1
100499167,1
10344,1
11077,1
126917,1
23076,1
440854,1
57576,1
57619,1
60494,1
726,1
84079,1
9127,1
1198,1
342184,1
54575,1
54576,1
55824,1
6563,1
6620,1
17999,0
122704,0
54460,0
79155,0
6146,0
101929876,0
84528,0
10982,0
26268,0
6500,0
3609,0
3954,0
152485,0
57504,0
1537,0
55967,0
7278,0
23392,0
72462,0
154796,0
7408,0
26039,0
3297,0
64419,0
155871,0
170575,0
57154,0
3189,0
7321,0
7329,0
84281,0
4654,0
24149,0
6631,0
9775,0
155908,0
8559,0
56850,0
84445,0
221,0
84735,0
261726,0
554223,0
79699,0
121504,0
6166,0
6129,0
81628,0
51755,0
6434,0
1855,0
8312,0
84309,0
155030,0
10488,0
55630,0
27333,0
10534,0
9662,0
85459,0
26173,0
5430,0
192669,0
10206,0
23036,0
56041,0
386682,0
79008,0
11218,0
79005,0
220004,0
9039,0
51506,0
10724,0
68194,0
51619,0
51255,0
10300,0
57520,0
58525,0
6884,0
6874,0
55069,0
23193,0
84264,0
550,0
55251,0
91607,0
56086,0
27107,0
4653,0
3543,0
5558,0
7150,0
29843,0
147923,0
9688,0
6477,0
5932,0
79751,0
58,0
7453,0
56474,0
57684,0
283933,0
337967,0
5910,0
57826,0
27292,0
6132,0
5310,0
87,0
96764,0
11316,0
10420,0
56045,0
26097,0
347733,0
23398,0
10313,0
1024,0
5198,0
55844,0
6829,0
20174,0
10467,0
127933,0
55366,0
23310,0
23138,0
23623,0
57819,0
8353,0
23521,0
132625,0
6045,0
4841,0
79659,0
9924,0
43736,0
149041,0
7327,0
1,0
79850,0
6520,0
84129,0
139341,0
3646,0
230967,0
4750,0
66877,0
58509,0
200879,0
51148,0
79172,0
64105,0
4188,0
7866,0
29114,0
293,0
57596,0
126868,0
6144,0
6122,0
51073,0
51650,0
57532,0
203245,0
8503,0
54906,0
6118,0
5042,0
255967,0
9229,0
164127,0
286480,0
10664,0
56254,0
51322,0
7514,0
4733,0
51729,0
79228,0
79768,0
10573,0
6183,0
8428,0
11011,0
2109,0
11051,0
22608,0
1660,0
388697,0
81910,0
53339,0
28964,0
8227,0
80321,0
23168,0
5330,0
23336,0
1837,0
5571,0
347688,0
6676,0
503497,0
6390,0
5018,0
8237,0
94180,0
6207,0
9261,0
51465,0
339344,0
79980,0
23790,0
154810,0
10073,0
8022,0
83543,0
27153,0
171483,0
51019,0
200081,0
6143,0
8886,0
9099,0
83878,0
155945,0
8945,0
7379,0
6813,0
6844,0
663,0
54557,0
55027,0
80279,0
23376,0
661,0
246184,0
51434,0
1208,0
5406,0
128553,0
84248,0
579,0
4694,0
4710,0
57459,0
57418,0
6155,0
84292,0
64949,0
55720,0
60490,0
705,0
8548,0
79843,0
203562,0
10014,0
99100,0
9886,0
68734,0
988,0
3881,0
5694,0
79902,0
9972,0
1875,0
56455,0
140710,0
132141,0
81833,0
224,0
55272,0
286753,0
25945,0
56288,0
3183,0
84630,0
4707,0
2885,0
9169,0
6602,0
64599,0
54915,0
221150,0
64210,0
64428,0
50875,0
85464,0
54487,0
9987,0
79800,0
6175,0
51362,0
9444,0
8939,0
170954,0
2130,0
386680,0
84996,0
337879,0
4839,0
6193,0
282322,0
63893,0
2542196,0
74764,0
8926,0
55064,0
2802,0
282323,0
5000,0
10450,0
3550,0
1677,0
161882,0
85451,0
54940,0
23243,0
4779,0
80012,0
51400,0
1936,0
51265,0
26088,0
56970,0
389856,0
55832,0
84705,0
26003,0
6117,0
5557,0
10449,0
3551,0
64112,0
84217,0
1105,0
220134,0
10268,0
80067,0
16319,0
284119,0
64757,0
84084,0
26229,0
9554,0
10007,0
1891,0
5549,0
27000,0
10598,0
10575,0
5272,0
6320,0
57062,0
11103,0
2689,0
23173,0
3219,0
11340,0
375,0
5985,0
4951,0
157506,0
57665,0
286075,0
64969,0
27373,0
84894,0
128308,0
118460,0
2273,0
9659,0
4809,0
9410,0
8834,0
89885,0
56292,0
26413,0
8462,0
9883,0
8449,0
30846,0
9400,0
9401,0
55147,0
23513,0
64225,0
7086,0
5358,0
26240,0
116541,0
79446,0
84518,0
57410,0
144108,0
9416,0
79590,0
51375,0
8354,0
8361,0
9627,0
1004,0
28513,0
9412,0
175,0
11346,0
474168,0
7976,0
6184,0
6176,0
27159,0
54820,0
11461,0
9330,0
57614,0
10250,0
9139,0
9491,0
84708,0
10921,0
112399,0
468,0
22144,0
1203,0
292,0
8775,0
359845,0
84988,0
51776,0
27023,0
55052,0
6181,0
7277,0
9070,0
5936,0
9343,0
8087,0
55833,0
79892,0
27254,0
3889,0
10884,0
84311,0
525,0
6613,0
84842,0
7314,0
29966,0
170082,0
10870,0
1031,0
93661,0
20403,0
1622,0
10970,0
79180,0
202051,0
386675,0
10716,0
9641,0
1287,0
22918,0
5500,0
2617,0
7511,0
4172,0
25839,0
5152,0
8270,0
84687,0
5499,0
51134,0
90525,0
1741,0
64960,0
5048,0
54477,0
27346,0
10905,0
11253,0
51747,0
50628,0
229841,0
116447,0
85302,0
125988,0
346157,0
7532,0
9618,0
4174,0
1290,0
353332,0
7529,0
3831,0
4168,0
6837,0
64753,0
79165,0
84437,0
2342,0
30012,0
79759,0
5208,0
51538,0
63875,0
92181,0
387867,0
9798,0
8906,0
55573,0
6238,0
728113,0
222642,0
6604,0
23542,0
6590,0
55697,0
80778,0
4122,0
23354,0
5204,0
57805,0
5094,0
6203,0
23281,0
1650,0
3703,0
171482,0
1659,0
51503,0
192666,0
5931,0
23524,0
2237,0
3885,0
5626,0
27327,0
53981,0
6883,0
84823,0
549,0
126328,0
4700,0
27303,0
51335,0
9533,0
24812,0
4040,0
8260,0
5494,0
3275,0
2547,0
54623,0
27005,0
57673,0
10138,0
58506,0
9448,0
90850,0
55696,0
51213,0
57187,0
55816,0
3932,0
6729,0
9919,0
8218,0
137492,0
387082,0
79867,0
147007,0
440295,0
5708,0
6210,0
114928,0
55700,0
10482,0
55689,0
8848,0
58477,0
23636,0
3836,0
51324,0
995,0
8697,0
84514,0
57403,0
22981,0
26058,0
55735,0
22955,0
8467,0
6944,0
9744,0
115416,0
7644,0
2055,0
11030,0
167153,0
69259,0
10661,0
6119,0
203068,0
6152,0
54932,0
284069,0
6464,0
83987,0
1212,0
2060,0
23041,0
5597,0
3768,0
51678,0
55092,0
84078,0
9655,0
67849,0
6612,0
5539,0
5540,0
9146,0
7520,0
6871,0
4236,0
144165,0
311055,0
8607,0
29964,0
25998,0
9188,0
55667,0
5706,0
4522,0
56257,0
84132,0
60488,0
51222,0
11329,0
2079,0
7031,0
509,0
51645,0
58517,0
23199,0
6233,0
29979,0
2288,0
10728,0
84661,0
8343,0
6161,0
51097,0
4301,0
25843,0
4086,0
4762,0
10531,0
6182,0
29944,0
9738,0
54516,0
51409,0
11269,0
8349,0
74155,0
84186,0
205564,0
5568,0
8621,0
2783,0
10991,0
51263,0
7319,0
151636,0
84733,0
375791,0
76804,0
51792,0
91010,0
54870,0
60682,0
1676,0
9958,0
146956,0
51105,0
6895,0
99152,0
996,0
399511,0
51194,0
1810,0
26580,0
10066,0
64840,0
10048,0
218,0
110648,0
2801,0
23450,0
23517,0
5602,0
8528,0
56289,0
439,0
3884,0
3888,0
23254,0
245973,0
387680,0
100287171,0
353139,0
353140,0
10419,0
291,0
84955,0
167838,0
220082,0
10971,0
6189,0
23096,0
6732,0
55584,0
67809,0
51669,0
3182,0
9295,0
1857,0
16412,0
23013,0
6601,0
3192,0
23196,0
2648,0
71710,0
10464,0
253980,0
5425,0
2734,0
4147,0
84832,0
11060,0
22794,0
10949,0
3021,0
5928,0
2786,0
2793,0
9984,0
55596,0
10252,0
115752,0
22832,0
55559,0
25930,0
128866,0
9402,0
25920,0
201931,0
7205,0
253827,0
26354,0
4666,0
1937,0
11116,0
9074,0
90196,0
10813,0
29911,0
285093,0
79002,0
10526,0
10765,0
2957,0
140691,0
7407,0
25977,0
25962,0
5984,0
5127,0
9513,0
9908,0
3396,0
8089,0
157570,0
9179,0
259215,0
145508,0
4090,0
8335,0
11034,0
26284,0
11260,0
225207,0
10989,0
9733,0
11335,0
93474,0
126961,0
5993,0
3783746,0
4736,0
9221,0
152185,0
84946,0
8874,0
9731,0
51633,0
5429,0
63922,0
115207,0
10096,0
25060,0
5730,0
1490008,0
90550,0
10651,0
25813,0
55171,0
386677,0
114336,0
284001,0
197342,0
65991,0
29882,0
221937,0
9654,0
51382,0
5710,0
2151,0
5930,0
10289,0
51160,0
7105,0
2671,0
10920,0
9851,0
1856,0
3638,0
2804,0
84105,0
147700,0
51334,0
5893,0
5092,0
150472,0
9525,0
23107,0
8464,0
93624,0
1400,0
6124,0
51393,0
23770,0
50809,0
137872,0
90060,0
93436,0
80831,0
8904,0
273,0
84859,0
10284,0
6428,0
54793,0
51316,0
5356,0
55599,0
6635,0
80833,0
844,0
55093,0
653188,0
23592,0
3906,0
23230,0
23368,0
10514,0
10612,0
4976,0
9585,0
64377,0
1444,0
23352,0
10486,0
56905,0
60416,0
10938,0
85359,0
149951,0
54951,0
404281,0
83862,0
8241,0
8161,0
64837,0
10521,0
7857,0
285753,0
51366,0
107995,0
3739,0
51371,0
353131,0
353141,0
8735,0
7454,0
8936,0
8736,0
79770,0
51090,0
86,0
55635,0
221120,0
255426,0
84307,0
55311,0
3216,0
6205,0
433,0
26984,0
2256,0
79618,0
2775,0
255374,0
17827,0
23640,0
1998,0
10915,0
10016,0
2962,0
5437,0
5096,0
14251,0
55209,0
23641,0
85285,0
7531,0
1975,0
401036,0
10226,0
92799,0
10489,0
9362,0
3735,0
10947,0
282991,0
25809,0
54839,0
259173,0
498301,0
54505,0
57511,0
57169,0
5717,0
55791,0
11835,0
83608,0
409,0
6748,0
7024,0
6187,0
10540,0
832,0
7791,0
10128,0
23363,0
158078,0
117144,0
83431,0
9682,0
8350,0
10285,0
81850,0
83899,0
23677,0
10071,0
284695,0
57606,0
27230,0
100352737,0
64581,0
55048,0
122183,0
9040,0
10286,0
28988,0
10785,0
4793,0
7311,0
10241,0
55138,0
7322,0
401431,0
682,0
6936,0
1943,0
26993,0
448834,0
4232,0
9638,0
401250,0
6427,0
6801,0
64425,0
127703,0
27494,0
84451,0
373509,0
8266,0
200845,0
64101,0
6854,0
2275,0
343263,0
14,0
10076,0
7083,0
23523,0
17130,0
10235,0
79607,0
377630,0
392197,0
9529,0
147872,0
22950,0
84246,0
5434,0
83932,0
11036,0
9349,0
338785,0
644186,0
10642,0
163688,0
23210,0
127428,0
203259,0
92935,0
286940,0
5339,0
55068,0
79885,0
55216,0
6510,0
11171,0
81027,0
9020,0
28952,0
4212,0
56917,0
6491,0
5976,0
50850,0
164,0
9322,0
51639,0
6230,0
134266,0
25870,0
11244,0
56897,0
55775,0
56950,0
5586,0
11157,0
6626,0
1213,0
55178,0
25959,0
118490,0
12412,0
98488,0
2976,0
1270,0
55871,0
126119,0
10056,0
7316,0
26260,0
1059,0
8940,0
81550,0
57167,0
9459,0
23256,0
8777,0
23598,0
10969,0
57019,0
222389,0
70405,0
1211,0
16576,0
57835,0
1992,0
18129,0
51162,0
51691,0
10483,0
896,0
7549,0
9553,0
353142,0
116940,0
338657,0
10101,0
81669,0
63935,0
130617,0
51321,0
84707,0
79834,0
84548,0
23545,0
10713,0
7726,0
3376,0
4641,0
54464,0
387522,0
10480,0
3607,0
69957,0
8819,0
5553,0
93643,0
4134,0
5336,0
9612,0
8220,0
10657,0
5013,0
84632,0
23145,0
382,0
63967,0
9218,0
408,0
285855,0
4438,0
7411,0
79744,0
56658,0
10569,0
55643,0
83858,0
51291,0
65008,0
84545,0
2002,0
2005,0
10900,0
84897,0
10049,0
55768,0
3965,0
126206,0
55626,0
115426,0
10026,0
23367,0
1173,0
833,0
399687,0
57584,0
377677,0
10438,0
92399,0
9802,0
11161,0
253714,0
4176,0
3993,0
10273,0
7718,0
116412,0
1951,0
5704,0
3706,0
56256,0
6170,0
54521,0
3843,0
64431,0
56013,0
254251,0
6853,0
3175,0
2224,0
7251,0
65985,0
7464,0
56990,0
215,0
79840,0
27111,0
441520,0
4110,0
26115,0
4149,0
26289,0
51251,0
26574,0
1613,0
985,0
3185,0
55072,0
155807,0
128710,0
10458,0
60561,0
83640,0
23248,0
8338,0
2896,0
57325,0
26123,0
57130,0
7541,0
83851,0
83985,0
81889,0
6924,0
729611,0
10075,0
55589,0
10245,0
10431,0
227720,0
5905,0
220988,0
27258,0
79714,0
6749,0
10078,0
55280,0
654364,0
55183,0
7336,0
74781,0
80205,0
155348,0
80349,0
728937,0
81887,0
1018,0
127665,0
100355886,0
1195,0
55658,0
8034,0
51022,0
4191,0
84060,0
8908,0
442028,0
6897,0
3184,0
6993,0
89891,0
54948,0
9439,0
155061,0
11043,0
79943,0
10491,0
208092,0
57639,0
84557,0
9667,0
54737,0
27332,0
230872,0
353137,0
26007,0
11184,0
27071,0
151011,0
29775,0
2040,0
81853,0
56984,0
389362,0
388387,0
3636,0
129285,0
55037,0
5871,0
23317,0
54496,0
3615,0
79102,0
54984,0
55066,0
90799,0
5146,0
55811,0
57616,0
26148,0
51124,0
6429,0
6598,0
23673,0
9894,0
57048,0
254950,0
152006,0
165140,0
55966,0
6461,0
55012,0
84080,0
9293,0
677770,0
9522,0
79027,0
65970,0
9631,0
55070,0
54512,0
9652,0
9781,0
84196,0
22916,0
83444,0
344787,0
388698,0
6130,0
57617,0
8883,0
57542,0
25941,0
7916,0
18005,0
2872,0
29948,0
27330,0
80817,0
147687,0
83719,0
10067,0
3324,0
3157,0
51569,0
1725,0
6035,0
93185,0
2197,0
5432,0
54926,0
497661,0
68549,0
284361,0
4946,0
2781,0
8601,0
3964,0
6560,0
26995,0
5538,0
9882,0
23350,0
2874,0
10656,0
284346,0
23277,0
6158,0
84959,0
342574,0
3895,0
10161,0
121227,0
145781,0
6228,0
728689,0
115201,0
1579,0
5171,0
25915,0
9320,0
4778,0
120379,0
4709,0
103468,0
5933,0
54490,0
27043,0
25901,0
6449,0
55898,0
3661,0
64750,0
30844,0
319757,0
9413,0
83901,0
6432,0
373,0
58529,0
3695,0
4856,0
70439,0
26747,0
51699,0
9871,0
84260,0
2299,0
84365,0
64794,0
51631,0
84530,0
26015,0
10916,0
27022,0
642559,0
342667,0
55823,0
12418,0
3842,0
4133,0
27335,0
54726,0
27343,0
10648,0
54507,0
144404,0
1308,0
27316,0
51340,0
839,0
819,0
235661,0
3633,0
11331,0
55211,0
257364,0
9463,0
147807,0
84675,0
3140,0
26035,0
84172,0
5516,0
10325,0
64121,0
53938,0
2058,0
51520,0
382236,0
2961,0
1434,0
3840,0
3998,0
54165,0
23276,0
9696,0
51298,0
4063,0
5333,0
9119,0
5716,0
6217,0
5528,0
8500,0
6632,0
8933,0
23089,0
6047,0
254910,0
84197,0
54583,0
57222,0
122786,0
9784,0
6418,0
12534,0
12488,0
1572,0
6416,0
57794,0
6386,0
10043,0
26043,0
14852,0
1043,0
7780,0
495,0
3801,0
58500,0
5954,0
134285,0
29057,0
84126,0
10474,0
51021,0
5496,0
9584,0
12054,0
80204,0
64110,0
126272,0
10432,0
57519,0
6996,0
51318,0
64965,0
11012,0
1176,0
26168,0
80221,0
84532,0
51005,0
9945,0
4670,0
9515,0
296654,0
66371,0
83461,0
2307,0
23399,0
128434,0
64781,0
51025,0
9477,0
400569,0
79869,0
51154,0
117248,0
84727,0
149224,0
9577,0
23133,0
2769,0
3310,0
165721,0
23390,0
51512,0
51343,0
83481,0
6789,0
259230,0
6637,0
9939,0
2037,0
22866,0
5998,0
84844,0
134957,0
286942,0
121642,0
7919,0
10954,0
3937,0
23942,0
51259,0
11180,0
3007,0
10294,0
1479,0
10490,0
22985,0
399823,0
219743,0
51186,0
22878,0
122553,0
115290,0
51642,0
22856,0
25942,0
8502,0
129531,0
80775,0
124583,0
57474,0
90933,0
314623,0
9917,0
4850,0
81792,0
6670,0
5136,0
112869,0
79696,0
55031,0
10606,0
8078,0
523,0
84656,0
100129534,0
4116,0
10287,0
3622,0
4430,0
6322,0
79848,0
67923,0
51244,0
9540,0
84935,0
375307,0
23759,0
51676,0
54544,0
8861,0
10912,0
51588,0
7186,0
22897,0
689,0
4005,0
6814,0
100316904,0
79169,0
387893,0
27068,0
10856,0
57704,0
65080,0
6133,0
6208,0
5899,0
1500,0
348995,0
89953,0
353135,0
353333,0
10262,0
10000,0
51177,0
51573,0
140707,0
53407,0
26153,0
1315,0
104318,0
64786,0
5202,0
26525,0
29761,0
64780,0
23251,0
10362,0
1068,0
84193,0
145282,0
9501,0
159163,0
3188,0
9961,0
4665,0
140890,0
9967,0
51548,0
2317,0
23650,0
11787,0
386683,0
5436,0
4756,0
24144,0
150483,0
445815,0
5267,0
55033,0
388324,0
404216,0
5188,0
5281,0
84720,0
122769,0
5866,0
8658,0
55229,0
9690,0
10426,0
5682,0
7465,0
23001,0
340359,0
386681,0
58497,0
26519,0
29928,0
55686,0
664618,0
6886,0
166979,0
25898,0
64983,0
140032,0
25873,0
79132,0
57332,0
11338,0
126364,0
11059,0
5713,0
339302,0
113189,0
56548,0
638,0
23557,0
64793,0
26234,0
55771,0
660,0
5093,0
27336,0
9785,0
6271,0
10127,0
23295,0
11120,0
85291,0
66246,0
55342,0
3024,0
6838,0
51808,0
51058,0
118427,0
60370,0
254225,0
79080,0
19039,0
22938,0
79137,0
9739,0
7458,0
196883,0
9750,0
29984,0
51202,0
4738,0
10524,0
5210,0
337973,0
386684,0
146325,0
64951,0
79861,0
55188,0
54059,0
6741,0
5520,0
6872,0
11342,0
91544,0
66489,0
56647,0
5238,0
144715,0
5810,0
8665,0
56998,0
90203,0
1104,0
8175,0
23291,0
5635,0
6810,0
3276,0
130340,0
852666,0
7707,0
84109,0
51593,0
79953,0
16818,0
2806,0
51690,0
85027,0
10174,0
54955,0
56949,0
29093,0
92259,0
348738,0
56105,0
967,0
8352,0
91409,0
51377,0
6830,0
339287,0
50855,0
9898,0
433956,0
51317,0
55633,0
80258,0
23192,0
440738,0
9475,0
7444,0
51421,0
7141,0
64708,0
22907,0
4303,0
79654,0
64241,0
53860,0
55746,0
10762,0
5116,0
125058,0
10629,0
55957,0
137886,0
441282,0
16905,0
64978,0
23231,0
56654,0
22088,0
10248,0
2036,0
9391,0
69253,0
1384,0
5435,0
16477,0
103733,0
121441,0
85403,0
55758,0
11177,0
3423,0
64132,0
513895,0
51076,0
7555,0
54978,0
9519,0
5565,0
10985,0
6738,0
8115,0
4848,0
92597,0
23002,0
84062,0
114088,0
25949,0
4686,0
55128,0
22861,0
151254,0
8106,0
84970,0
93487,0
5536,0
51807,0
4711,0
55922,0
440021,0
4899,0
23126,0
7965,0
60401,0
5510,0
7347,0
8688,0
54461,0
7841,0
72083,0
19345,0
80010,0
116028,0
8576,0
89,0
3298,0
11091,0
10992,0
4105,0
77579,0
79901,0
80311,0
155971,0
4716,0
100289087,0
80145,0
54890,0
84056,0
9240,0
23589,0
4521,0
341032,0
150572,0
10783,0
11099,0
63915,0
7568,0
9001,0
79072,0
10943,0
81559,0
382406,0
8336,0
283385,0
57122,0
5763,0
7753,0
25888,0
25855,0
8357,0
6357,0
10099,0
54414,0
8509,0
56150,0
5214,0
9244,0
57669,0
4175,0
4300,0
60529,0
5678,0
51616,0
3853,0
10199,0
133121,0
283643,0
387267,0
9685,0
8943,0
10495,0
6917,0
2622,0
260293,0
30827,0
80335,0
4615,0
22937,0
83706,0
79753,0
3475,0
11100,0
6294,0
4287,0
13385,0
57002,0
144233,0
7334,0
112401,0
200728,0
28985,0
79791,0
9197,0
10390,0
9467,0
100128927,0
55835,0
4678,0
2132,0
602,0
92521,0
6396,0
79023,0
21761,0
9421,0
8351,0
55646,0
56717,0
10459,0
84960,0
5097,0
5252,0
7072,0
146225,0
151188,0
6633,0
17913,0
64332,0
55660,0
286530,0
146279,0
94015,0
17997,0
10944,0
25897,0
27229,0
83860,0
79595,0
502374,0
5861,0
79705,0
55081,0
57085,0
15251,0
105522,0
9701,0
6606,0
100128327,0
79090,0
10519,0
4152,0
218885,0
64146,0
286128,0
26823,0
7851,0
149461,0
161003,0
57159,0
17215,0
49856,0
2271,0
80004,0
16570,0
57708,0
6873,0
54662,0
23396,0
129303,0
222584,0
1602,0
6495,0
11344,0
5715,0
5161,0
60314,0
9793,0
6171,0
9643,0
54550,0
9406,0
8899,0
55114,0
83900,0
284273,0
7915,0
3783709,0
54033,0
57461,0
386678,0
53944,0
154661,0
10620,0
2221,0
8214,0
23616,0
10513,0
389136,0
1288,0
8766,0
56243,0
51692,0
22903,0
391257,0
2043,0
441208,0
90231,0
11217,0
9897,0
6157,0
76117,0
20964,0
6780,0
194401,0
340706,0
4656,0
91750,0
2997,0
84993,0
80820,0
1399,0
83903,0
5523,0
1070,0
5049,0
7082,0
10107,0
5007,0
5701,0
124995,0
84447,0
170826,0
1454,0
3052,0
79066,0
6304,0
79921,0
23582,0
23710,0
863,0
26205,0
56888,0
9727,0
65061,0
64777,0
9132,0
84223,0
132228,0
1448,0
54467,0
159989,0
30818,0
29934,0
1967,0
26994,0
2966,0
902,0
256646,0
80152,0
2564,0
11021,0
124540,0
23318,0
60484,0
259287,0
6727,0
84305,0
79657,0
68328,0
201294,0
56902,0
9361,0
285671,0
29881,0
2139,0
80256,0
54811,0
9524,0
10163,0
8850,0
2902,0
9015,0
10653,0
90353,0
8717,0
54536,0
149371,0
855700,0
4697,0
3846,0
445582,0
10952,0
100345293,0
63827,0
151195,0
6879,0
400258,0
11321,0
267010,0
8468,0
286301,0
733686,0
9859,0
92595,0
5746,0
808,0
9306,0
10383,0
9931,0
55250,0
80227,0
6222,0
29946,0
7294,0
92610,0
850532,0
56652,0
105988,0
55929,0
5707,0
7443,0
25777,0
8969,0
84221,0
56934,0
130916,0
6923,0
54457,0
2792,0
140801,0
54514,0
8362,0
64744,0
22820,0
26958,0
10746,0
54891,0
10761,0
26122,0
51008,0
1353,0
730,0
6877,0
5544,0
7027,0
1870,0
337959,0
751071,0
64981,0
1678,0
91978,0
240641,0
30836,0
3910,0
9666,0
4043,0
23417,0
84693,0
26578,0
153241,0
9482,0
57634,0
57707,0
85456,0
92070,0
4698,0
55703,0
92346,0
85438,0
344,0
1453,0
9545,0
9632,0
89796,0
84446,0
9891,0
9026,0
4706,0
84890,0
51765,0
29888,0
9403,0
2906,0
254187,0
10094,0
10208,0
11047,0
83940,0
22837,0
84220,0
57787,0
51199,0
143884,0
6497,0
345651,0
10748,0
51267,0
9097,0
81034,0
8562,0
341947,0
7756,0
1787,0
56893,0
79711,0
84867,0
6504,0
57508,0
64946,0
58533,0
9241,0
9319,0
9949,0
286077,0
94101,0
100088,0
283635,0
851415,0
5929,0
6908,0
11222,0
320299,0
9520,0
7363,0
18817,0
10615,0
51011,0
388962,0
5050,0
91782,0
51433,0
55603,0
6636,0
1990,0
4726,0
84515,0
55813,0
53358,0
23760,0
23118,0
528,0
7398,0
946,0
431705,0
7158,0
114824,0
5296,0
81620,0
73748,0
54627,0
100158003,0
6788,0
8480,0
144193,0
27109,0
9724,0
8363,0
55299,0
24140,0
8291,0
1025,0
9794,0
6809,0
752,0
55620,0
80111,0
10328,0
5205,0
9101,0
9379,0
23499,0
83801,0
6468,0
79671,0
23032,0
51605,0
5451,0
51283,0
154141,0
100132341,0
54994,0
23560,0
10147,0
64087,0
11313,0
9138,0
314,0
8288,0
57175,0
79600,0
8726,0
23309,0
51103,0
8563,0
64854,0
5878,0
70767,0
103,0
2047,0
6435,0
230784,0
729438,0
16341,0
6206,0
23468,0
9422,0
5143,0
389524,0
84163,0
5201,0
1974,0
9589,0
67139,0
57092,0
222235,0
226791,0
147841,0
119,0
9086,0
9669,0
159195,0
15396,0
20933,0
444,0
11266,0
79058,0
158787,0
2745,0
81565,0
56916,0
19087,0
27434,0
64518,0
414301,0
115817,0
147341,0
57624,0
118812,0
8531,0
50717,0
64327,0
819801,0
4155,0
84066,0
6142,0
25886,0
56672,0
3669,0
6603,0
19172,0
80011,0
23263,0
25924,0
10345,0
845,0
1048,0
57540,0
9702,0
7913,0
8355,0
4702,0
818,0
65123,0
514,0
93974,0
9648,0
23049,0
23708,0
440184,0
8542,0
9885,0
72117,0
55664,0
10869,0
256297,0
65263,0
8659,0
2935,0
27175,0
7089,0
54797,0
3507,0
51759,0
11328,0
67052,0
56904,0
232339,0
103910,0
26156,0
11108,0
54468,0
84461,0
25885,0
2323,0
9204,0
4651,0
57035,0
3483,0
26239,0
27309,0
440050,0
100131196,0
23265,0
100289124,0
257397,0
23516,0
81926,0
30837,0
19684,0
2157,0
28912,0
79140,0
84321,0
5903,0
56159,0
84330,0
10817,0
220766,0
55885,0
25804,0
55968,0
9093,0
81629,0
51666,0
209318,0
5394,0
9878,0
1345,0
145258,0
10865,0
23371,0
53833,0
91663,0
204851,0
10211,0
55679,0
388677,0
641,0
11198,0
51552,0
54869,0
12469,0
27279,0
79716,0
55201,0
57590,0
230,0
51138,0
200186,0
23235,0
8663,0
6904,0
