id,role_0,role_1
54952,4,0
81035,14,0
2016,8,0
286749,18,0
9374,27,0
65056,22,0
22,25,0
2946,6,0
2703359,3,0
84274,5,0
2824,11,0
115548,21,0
3290,14,0
89944,13,0
256435,8,0
4902,3,0
7399,4,0
10536,15,0
143279,3,0
852305,4,0
54836,4,0
225689,23,0
348262,7,0
5288,1,0
5106,39,0
669,30,0
4352,10,0
54437,9,0
51499,11,0
439935,2,0
201456,8,0
54221,7,0
3985,35,0
1482,28,0
115703,4,0
65251,3,0
83953,1,0
11188,10,0
284837,6,0
98985,9,0
6750,7,0
6755,8,0
135293,30,0
974,17,0
7114,53,0
20226,9,0
23140,35,0
8550,32,0
234699,20,0
6482,17,0
3662,30,0
10481,16,0
2523,7,0
23071,46,0
54754,18,0
1271,16,0
6100,14,0
129450,10,0
65094,9,0
851810,7,0
26160,7,0
22084,2,0
55915,15,0
22931,21,0
7096,9,0
11201,20,0
4618,11,0
55629,23,0
18140,5,0
853333,1,0
80346,12,0
1363,25,0
9832,20,0
5996,13,0
10468,17,0
653,5,0
5589,57,0
121260,6,0
3720,20,0
121536,25,0
51061,44,0
54633,24,0
60592,18,0
57480,15,0
80772,7,0
1485,22,0
3360,14,0
5207,17,0
5209,19,0
728386,1,0
54980,6,0
9265,17,0
374407,10,0
94039,13,0
65082,24,0
11000,7,0
23064,27,0
80333,18,0
201292,14,0
5101,11,0
338412,5,0
388474,1,0
494143,5,0
15525,1,0
135114,4,0
147808,9,0
76108,3,0
64184,7,0
3458,9,0
6609,13,0
11101,14,0
11807,1,0
22795,34,0
4101,13,0
55196,6,0
51702,12,0
9927,13,0
54622,17,0
9990,9,0
12168,2,0
10370,22,0
200539,2,0
401190,3,0
8787,8,0
56141,3,0
6284,15,0
63958,2,0
54910,28,0
90557,4,0
392255,5,0
26298,7,0
1474,18,0
284688,5,0
70675,7,0
8633,5,0
254173,17,0
114784,6,0
66895,14,0
79862,18,0
65979,20,0
1447,27,0
51032,17,0
622,14,0
2209,15,0
72114,2,0
536654,2,0
5924,6,0
4922,10,0
643677,2,0
84263,16,0
494119,27,0
56000,9,0
3196,12,0
10626,18,0
3049,5,0
317671,1,0
84505,8,0
146439,4,0
55506,22,0
55117,5,0
23630,3,0
347516,32,0
125476,23,0
83442,7,0
93100,33,0
84938,10,0
84838,29,0
11279,15,0
7004,56,0
91404,16,0
3579,32,0
1718,20,0
113510,11,0
100137657,1,0
6196,46,0
55088,8,0
79369,10,0
283871,4,0
163702,3,0
7177,2,0
285180,5,0
25012,4,0
850317,1,0
84920,16,0
374,13,0
23264,10,0
55731,34,0
112483,13,0
57186,5,0
25880,10,0
6258,36,0
644903,4,0
157638,21,0
9429,19,0
9826,32,0
69654,20,0
125965,18,0
222068,22,0
100506658,33,0
2206,10,0
79830,21,0
84871,1,0
126374,10,0
51260,18,0
410,30,0
196264,2,0
55558,44,0
5798,15,0
23529,3,0
16706,8,0
727837,4,0
414664,1,0
84908,4,0
58480,8,0
254359,4,0
3294,26,0
291081,2,0
1635,26,0
401,12,0
8929,2,0
55672,3,0
285172,6,0
29101,31,0
28299,3,0
29062,16,0
124961,1,0
3149,31,0
91869,19,0
18176,3,0
81633,1,0
57626,8,0
100271849,4,0
85358,27,0
162461,15,0
23283,36,0
11135,19,0
116931,13,0
64900,3,0
3232,8,0
89858,4,0
1747,3,0
29115,50,0
139628,37,0
1112,10,0
25983,14,0
91754,37,0
20965,1,0
81030,21,0
6444,11,0
132720,9,0
27128,20,0
101059918,2,0
57404,3,0
58499,8,0
375484,15,0
79053,9,0
348980,4,0
65996,1,0
3385,11,0
83741,58,0
3783763,5,0
339403,2,0
85019,3,0
90133,4,0
10395,17,0
19357,11,0
166793,15,0
84808,3,0
5276,8,0
2215,20,0
28916,8,0
116674,1,0
9502,8,0
98366,11,0
727787,1,0
51575,28,0
5738,14,0
70925,17,0
26398,1,0
346171,9,0
56270,13,0
81688,3,0
25938,5,0
56956,12,0
6346,2,0
644619,7,0
10024,33,0
125875,3,0
276,8,0
90268,17,0
27433,4,0
140606,11,0
80742,30,0
83733,7,0
26022,4,0
23040,5,0
54956,26,0
9382,21,0
8836,24,0
67030,6,0
11232,9,0
51657,10,0
166614,5,0
8618918,1,0
200894,21,0
162394,5,0
112885,12,0
79763,10,0
9486,11,0
90161,8,0
10608,8,0
10126,16,0
79738,17,0
22594,1,0
60313,8,0
9665,13,0
237928,7,0
56376,23,0
855903,1,0
152503,17,0
150864,14,0
8934,7,0
57649,16,0
15270,3,0
2762,29,0
6016,18,0
5305,25,0
57221,12,0
5741,8,0
9242,10,0
680987,1,0
6954,3,0
9637,21,0
79845,8,0
5239,10,0
116988,7,0
55096,9,0
6690,6,0
79345,1,0
7100,6,0
55894,4,0
10079,18,0
152273,5,0
92591,24,0
294010,1,0
81607,18,0
51091,7,0
3233,21,0
148137,11,0
57576,10,0
68153,11,0
9016,2,0
146,16,0
23285,23,0
83658,40,0
9064,12,0
26503,3,0
131831,1,0
112849,15,0
287,31,0
285216,16,0
26520,27,0
159090,13,0
90488,17,0
10906,14,0
23219,34,0
100327257,1,0
8604,29,0
51127,20,0
54765,12,0
152789,19,0
55508,2,0
2947,31,0
2949,8,0
27232,24,0
1182,10,0
4493,2,0
84901,23,0
55600,11,0
91526,22,0
137695,2,0
283078,7,0
55975,22,0
10763,61,0
284680,14,0
28966,16,0
6693,23,0
30000,62,0
117150,13,0
55004,32,0
9238,29,0
1945,10,0
6349,6,0
112724,26,0
5569,11,0
8825,39,0
22873,10,0
6662,28,0
10999,14,0
822,22,0
170961,8,0
56527,1,0
162239,30,0
7763,18,0
374955,1,0
3656,38,0
1946,18,0
2046,13,0
55677,33,0
23057,10,0
64802,39,0
83853,6,0
55325,11,0
4783,24,0
269252,14,0
4351,26,0
203286,6,0
1418,3,0
269608,1,0
162466,8,0
22894,42,0
11314,2,0
554206,5,0
728505,4,0
10767,27,0
339005,52,0
221035,6,0
57188,13,0
51110,20,0
64072,6,0
9057,1,0
22845,12,0
59114,1,0
51233,8,0
5128,31,0
516,20,0
832208,2,0
1236,3,0
205,16,0
10974,2,0
9476,9,0
26577,6,0
7571,17,0
7625,3,0
51440,15,0
10171,20,0
63979,12,0
55732,14,0
414157,15,0
17216,9,0
3684,27,0
9628,9,0
124454,2,0
9254,9,0
339221,8,0
81605,38,0
246176,30,0
196441,48,0
445329,4,0
54986,4,0
80714,33,0
283985,19,0
567,34,0
11142,7,0
161502,4,0
83874,17,0
85415,17,0
723790,7,0
127247,20,0
196074,19,0
80222,20,0
166012,8,0
9168,16,0
854295,1,0
6542,9,0
81532,12,0
91543,3,0
285676,4,0
7223,14,0
6405,10,0
8828,16,0
5055,15,0
615849,2,0
3914,28,0
20924,11,0
51060,13,0
2559,9,0
8797,30,0
25816,26,0
58190,42,0
79034,11,0
14113,25,0
11097,26,0
83990,20,0
60386,15,0
90070,20,0
199953,19,0
2045,17,0
91156,30,0
2012,15,0
135656,10,0
349565,11,0
6664,2,0
718,47,0
56121,25,0
55621,33,0
554251,2,0
53940,5,0
201181,11,0
84936,45,0
2581,12,0
10898,22,0
5229,10,0
55803,11,0
196294,2,0
5134,38,0
55192,14,0
855013,1,0
89797,13,0
8515,1,0
8110,25,0
79814,17,0
93107,6,0
51075,18,0
852088,3,0
25097,2,0
127687,6,0
23552,31,0
17274,4,0
391123,22,0
8776,9,0
5828,13,0
55634,15,0
2578,2,0
90506,21,0
2444,12,0
9735,18,0
288080,1,0
14389,5,0
57026,6,0
144348,1,0
54988,1,0
221823,13,0
3803,5,0
7127,4,0
8718,10,0
64342,7,0
9028,15,0
394,18,0
56994,12,0
27141,9,0
51209,10,0
2832,18,0
55554,10,0
3174,15,0
55330,20,0
8120,24,0
9874,26,0
26556,8,0
50814,20,0
66385,4,0
51142,41,0
26507,8,0
116848,1,0
84502,8,0
391723,9,0
850637,1,0
2205,7,0
687,4,0
51203,32,0
10668,29,0
489,25,0
114879,19,0
200916,16,0
56311,2,0
51604,12,0
51179,2,0
7062,3,0
2823,29,0
9929,41,0
51626,16,0
728758,1,0
347365,9,0
781,28,0
3562,11,0
4675,6,0
113246,13,0
3034,21,0
90378,38,0
26554,42,0
1124,17,0
817246,1,0
270076,1,0
8785,10,0
51480,7,0
79707,25,0
57469,1,0
5877,37,0
9326,27,0
55974,4,0
79639,1,0
20399,1,0
200933,17,0
52609,17,0
126308,10,0
222663,1,0
26595,1,0
84976,2,0
388969,20,0
90865,18,0
79640,4,0
28962,12,0
51491,23,0
150094,17,0
4537,11,0
221527,5,0
654346,26,0
117600,1,0
130872,3,0
730394,11,0
64699,5,0
10083,15,0
136371,27,0
164237,3,0
23341,6,0
7097,26,0
7483,1,0
84181,16,0
144132,6,0
55181,13,0
212733,16,0
58157,15,0
963,22,0
79574,6,0
10776,10,0
90199,1,0
23233,11,0
114818,12,0
3552,17,0
10335,3,0
10622,12,0
2584,17,0
25957,20,0
51290,9,0
84875,19,0
9715,3,0
54141,10,0
921,28,0
3631,11,0
27012,2,0
12702,2,0
56996,10,0
144100,23,0
64080,20,0
23505,17,0
2492,22,0
4550,1,0
1527,4,0
92667,9,0
79158,20,0
66222,3,0
22843,9,0
144455,7,0
1724714,3,0
69010,28,0
23187,9,0
220594,8,0
374454,21,0
856044,1,0
81617,9,0
10423,28,0
381591,1,0
93587,14,0
3760,9,0
317781,13,0
79414,14,0
71091,2,0
221409,7,0
152225,3,0
16453,2,0
230866,8,0
9687,11,0
170482,4,0
81504,3,0
854336,1,0
692088,1,0
7737,17,0
9518,12,0
11350,1,0
116039,3,0
79893,4,0
27288,10,0
158521,8,0
258,1,0
29070,7,0
377047,2,0
79913,41,0
158511,3,0
6366,14,0
78991,5,0
1119,12,0
64221,10,0
221477,3,0
79042,17,0
92815,18,0
23150,3,0
291969,1,0
90701,6,0
55167,25,0
83638,13,0
92106,5,0
23321,34,0
56776,6,0
14633,1,0
54492,2,0
54485,1,0
23139,26,0
9755,15,0
22953,3,0
12043,1,0
219699,10,0
26904,3,0
23500,11,0
10309,9,0
91833,29,0
5091,59,0
131616,11,0
28882,1,0
491,38,0
86614,21,0
90874,12,0
137196,8,0
54509,11,0
58496,6,0
89122,7,0
15463,1,0
2620,5,0
51094,13,0
55622,28,0
67938,1,0
13589,23,0
9776,17,0
25994,17,0
56729,4,0
400,24,0
149420,5,0
79691,6,0
2674,6,0
9650,16,0
84259,30,0
23052,12,0
28396,3,0
58472,24,0
57491,5,0
55534,17,0
125919,4,0
5644,28,0
344658,11,0
286,21,0
84224,5,0
51195,3,0
51348,5,0
10307,9,0
79048,7,0
65137,1,0
57654,13,0
29072,26,0
340543,4,0
14252,56,0
6398,1,0
84725,8,0
10322,4,0
10998,3,0
100134230,1,0
26406,1,0
134510,9,0
729362,10,0
29967,9,0
55750,19,0
10578,1,0
131405,7,0
23062,40,0
284306,2,0
51778,19,0
27237,10,0
29889,39,0
388333,10,0
7145,13,0
729447,3,0
1355,12,0
116729,9,0
139562,17,0
5818,7,0
388552,19,0
55727,2,0
55785,15,0
1608,17,0
200558,35,0
94009,4,0
201299,7,0
56851,37,0
196527,10,0
56458,2,0
2898,23,0
29542,4,0
28989,22,0
54101,15,0
1003,23,0
146862,4,0
2703416,11,0
498407,1,0
613212,22,0
51018,27,0
375748,4,0
9934,3,0
23152,22,0
6845,24,0
5362,16,0
9828,17,0
150928,1,0
129804,5,0
13358,1,0
51056,34,0
3263,9,0
220965,16,0
3705,14,0
136306,1,0
6570,14,0
55160,5,0
5075,2,0
389549,9,0
3257,8,0
27445,7,0
4542,9,0
646817,7,0
343637,14,0
9503,5,0
23360,15,0
91614,10,0
19763,26,0
6546,10,0
70012,4,0
56977,2,0
168455,6,0
2694,5,0
208518,35,0
57513,5,0
501222,1,0
643836,2,0
5158,22,0
51285,13,0
55638,14,0
90809,13,0
56954,24,0
56136,1,0
22343,23,0
1606,23,0
27098,1,0
9270,15,0
4249,11,0
22142,12,0
9935,15,0
57804,21,0
339745,5,0
339451,6,0
23642,3,0
55843,8,0
51181,17,0
854198,2,0
148789,9,0
23578,5,0
255758,7,0
747,11,0
852092,1,0
10137,33,0
11283,29,0
136,7,0
20773,11,0
9371,24,0
8738,25,0
19166,6,0
7296,43,0
7634,10,0
283459,10,0
54576,23,0
55074,10,0
57715,9,0
100381270,4,0
9453,18,0
10210,56,0
19339,2,0
11938,31,0
83503,1,0
170622,17,0
11237,5,0
3364,44,0
282808,10,0
80034,1,0
962,10,0
25989,7,0
91893,8,0
29797,13,0
222008,2,0
854188,1,0
3327,15,0
642273,5,0
92002,15,0
57536,41,0
23038,15,0
9644,21,0
27253,6,0
10671,26,0
171024,21,0
554,18,0
79977,8,0
23464,21,0
169166,2,0
7584,33,0
9753,25,0
10560,9,0
8323,11,0
142940,5,0
84690,5,0
23597,20,0
10558,32,0
171546,13,0
650,22,0
2907,5,0
229279,31,0
3909,23,0
112942,3,0
57505,18,0
54913,33,0
114900,3,0
9955,9,0
5617,7,0
10874,20,0
54436,1,0
26030,22,0
1576,21,0
17196,30,0
4355,10,0
11131,6,0
52432,17,0
54342,9,0
58512,21,0
100132285,33,0
915,17,0
492303,2,0
820757,1,0
58845,3,0
115825,27,0
54471,18,0
9892,17,0
205717,2,0
163778,1,0
131377,14,0
136895,10,0
9019,27,0
5082,37,0
4640,16,0
284656,4,0
11230,18,0
168667,3,0
54540,16,0
257019,15,0
125061,6,0
692196,1,0
84067,9,0
27401,6,0
16525,44,0
84620,3,0
23127,17,0
6496,8,0
23604,14,0
8581,5,0
10410,6,0
9595,8,0
6843,13,0
296554,4,0
641293,7,0
158055,2,0
9562,10,0
51031,36,0
79724,30,0
4950,24,0
104859,14,0
1435,17,0
851975,1,0
51114,8,0
14027,16,0
13542,2,0
6338,24,0
3491,13,0
7130,4,0
3205,17,0
192119,3,0
24446,2,0
354,25,0
4013,5,0
84940,3,0
339965,17,0
68183,34,0
57407,13,0
23090,20,0
51571,17,0
51399,24,0
6009,39,0
9367,19,0
10673,47,0
14924,2,0
196374,28,0
134864,1,0
114800,5,0
143888,3,0
1593,9,0
333929,6,0
259236,10,0
12927,1,0
955,22,0
10659,13,0
387569,5,0
3628,24,0
7342,25,0
15,11,0
6756,6,0
85300,5,0
930,28,0
973,24,0
4565,1,0
90121,19,0
89801,4,0
4649,13,0
55777,16,0
84516,21,0
56940,6,0
3048,10,0
2560,22,0
283987,10,0
92344,17,0
30817,2,0
84889,5,0
51230,35,0
255520,2,0
83538,11,0
80217,2,0
65268,12,0
55175,9,0
55719,13,0
100129982,1,0
114769,3,0
126306,16,0
337979,2,0
10411,15,0
79701,10,0
4256,1,0
25764,32,0
10871,5,0
7799,13,0
5361,20,0
9248,9,0
25792,17,0
144245,1,0
25797,20,0
6900,18,0
67046,9,0
3576,20,0
219988,26,0
242,8,0
13163,2,0
57020,10,0
130013,4,0
23113,14,0
4548,34,0
3783750,6,0
26941,2,0
81533,13,0
26091,31,0
84072,4,0
124808,7,0
343521,5,0
116442,7,0
55276,26,0
16337,6,0
844193,1,0
404710,14,0
118788,12,0
134121,3,0
6101,1,0
51310,2,0
153562,6,0
23456,13,0
64224,22,0
411,15,0
84203,2,0
696,5,0
54969,7,0
134637,4,0
18505,5,0
176454,1,0
3382,14,0
68767,25,0
653166,11,0
118487,4,0
114971,34,0
20846,5,0
9583,13,0
51284,3,0
10365,10,0
6402,15,0
1462,27,0
7348,16,0
219899,5,0
114792,11,0
4961486,14,0
90806,8,0
124411,2,0
3597,9,0
1583,5,0
734,1,0
400506,10,0
2703436,1,0
5243,31,0
6348,14,0
13728,11,0
27223,16,0
23528,56,0
55244,10,0
9604,32,0
51029,2,0
57494,3,0
117284,3,0
2281,29,0
90362,7,0
216238,20,0
231506,8,0
3489,20,0
23012,20,0
4613,26,0
28755,14,0
3195,9,0
9427,4,0
29994,21,0
57509,20,0
337971,3,0
401152,20,0
25973,7,0
388695,11,0
10739,13,0
92305,11,0
5028,3,0
541465,15,0
1007,8,0
84064,13,0
140739,22,0
100532731,22,0
656,8,0
23200,3,0
140850,4,0
2760,14,0
51147,47,0
222546,42,0
9970,31,0
55701,9,0
10347,6,0
727764,3,0
266553,8,0
257194,3,0
137868,14,0
4879,15,0
6752,10,0
51449,11,0
201232,4,0
55109,26,0
852822,8,0
643,15,0
11465,2,0
17246,7,0
7143,15,0
55111,12,0
144717,14,0
55163,23,0
27231,8,0
5593,15,0
52163,1,0
3120,6,0
116349,8,0
153020,5,0
9950,26,0
162998,1,0
101930400,7,0
64919,18,0
7201,4,0
135295,9,0
50937,7,0
116225,54,0
8092,18,0
1428,4,0
11081,1,0
57176,18,0
282809,30,0
79939,27,0
12501,3,0
18813,2,0
5619,3,0
169026,8,0
289990,1,0
84958,7,0
4688,22,0
140825,5,0
79364,17,0
54212,11,0
14088,4,0
50801,2,0
79728,38,0
10635,16,0
83639,5,0
391104,5,0
1414,10,0
6334,5,0
27079,22,0
851210,1,0
5740544,1,0
2178,26,0
7352,4,0
51347,7,0
2703455,1,0
56262,15,0
55144,3,0
6530,8,0
729402,7,0
71846,4,0
155,8,0
168544,8,0
55572,5,0
6559,14,0
108960,2,0
1409,20,0
230654,7,0
23221,19,0
101565,7,0
54631,1,0
6533,3,0
4296,42,0
337876,10,0
55501,21,0
54886,11,0
9227,5,0
21749,8,0
151246,41,0
57212,24,0
27113,8,0
8790,10,0
166655,1,0
343035,11,0
1750,1,0
9651,37,0
29767,23,0
397548,1,0
221301,3,0
440138,6,0
105,10,0
11069,14,0
23148,11,0
23008,11,0
8842,5,0
80212,30,0
1114,34,0
79816,11,0
162540,2,0
317649,4,0
57580,9,0
517,3,0
84547,16,0
65048,1,0
361833,1,0
221895,6,0
22838,11,0
283870,10,0
4600,6,0
84928,21,0
283970,4,0
497048,4,0
285,7,0
84162,3,0
1238,20,0
10457,5,0
4111,22,0
84915,1,0
57549,1,0
29926,13,0
29970,7,0
100008589,3,0
3557,7,0
432369,2,0
6521,22,0
81494,5,0
380246,2,0
17113,7,0
12566,4,0
181,4,0
21975,8,0
1846,13,0
21750,5,0
51115,9,0
83452,11,0
387755,14,0
22998,41,0
26207,10,0
55357,12,0
29264,1,0
441502,9,0
143244,13,0
284076,3,0
55102,11,0
4267,12,0
7544,6,0
151126,2,0
1041,16,0
55016,10,0
3714,12,0
1160,12,0
4010,19,0
23132,44,0
308335,1,0
64897,15,0
16594,18,0
2717,16,0
2695,6,0
25404,1,0
2022,18,0
56252,44,0
9375,9,0
55230,2,0
144501,23,0
143241,34,0
138428,6,0
76478,5,0
25766,14,0
132204,3,0
14102,3,0
2703389,5,0
6894,17,0
64127,35,0
146849,5,0
23609,20,0
84809,2,0
257101,6,0
26330,27,0
856105,3,0
27123,2,0
24768,3,0
9854,5,0
122060,7,0
163050,34,0
91272,11,0
6273,16,0
84525,11,0
55184,3,0
27240,7,0
25927,10,0
1493,16,0
3671,54,0
9647,18,0
21454,3,0
149076,3,0
33,4,0
13006,33,0
496,6,0
64760,6,0
79143,26,0
54928,15,0
81788,16,0
80128,20,0
29986,2,0
22196,56,0
51596,16,0
10793,9,0
4982,7,0
9706,17,0
51385,2,0
84896,13,0
387990,3,0
79733,10,0
285622,7,0
3036,7,0
6793,11,0
71824,1,0
64386,3,0
65078,10,0
269,7,0
8852,7,0
353267,4,0
2941,10,0
34225,2,0
144577,1,0
50511,6,0
81858,29,0
1730,12,0
387836,1,0
51208,1,0
29980,3,0
35744,1,0
161582,14,0
7627,1,0
4753,8,0
268882,2,0
149628,17,0
6274,12,0
3323,19,0
1001,7,0
79037,13,0
28978,8,0
55709,6,0
199221,10,0
3816,4,0
7441,7,0
5744,12,0
288,30,0
214,7,0
127544,9,0
22883,20,0
84236,8,0
744,13,0
85457,11,0
84628,2,0
116179,20,0
84553,5,0
103136,1,0
153643,2,0
10231,17,0
278,21,0
84939,12,0
284904,20,0
3976,6,0
9620,9,0
84830,3,0
11785,3,0
353238,3,0
25878,2,0
8708,3,0
347735,8,0
220064,6,0
128061,8,0
12988,25,0
10478,20,0
28512,8,0
51752,14,0
9849,9,0
54809,12,0
21833,2,0
3775,9,0
57228,6,0
26000,9,0
14958,1,0
7745,14,0
57050,24,0
79656,24,0
200205,10,0
80297,1,0
27031,9,0
127281,8,0
2784,31,0
29094,7,0
165324,11,0
55435,12,0
130502,10,0
407759,1,0
79912,8,0
57573,9,0
57674,27,0
255043,8,0
9552,6,0
9392,19,0
55486,9,0
8447,5,0
784,11,0
6770,12,0
337970,18,0
11196,43,0
51241,6,0
9275,31,0
205327,7,0
7551,17,0
74053,1,0
140885,21,0
8277,13,0
81502,23,0
23478,20,0
1805,4,0
8671,7,0
1811,2,0
110074,3,0
284194,6,0
4283,27,0
56111,1,0
1591,2,0
155435,23,0
22999,34,0
149473,27,0
12631,2,0
852295,9,0
414153,2,0
14595,11,0
348180,15,0
202,8,0
55512,15,0
8406,4,0
8858,2,0
6768,17,0
173149,1,0
124044,5,0
79899,5,0
8925,33,0
27233,4,0
1833,2,0
390,14,0
6403,12,0
55422,10,0
283248,7,0
4060,7,0
51693,31,0
2736,13,0
92689,18,0
4081,10,0
8513,17,0
6948,5,0
1231,11,0
54554,11,0
51146,19,0
26157,3,0
339345,5,0
374768,3,0
5502,16,0
19,54,0
853503,1,0
353288,18,0
340533,3,0
3783,10,0
36329,1,0
10162,4,0
4018,9,0
56034,8,0
18004,4,0
755,11,0
228361,2,0
283377,5,0
10586,23,0
64787,11,0
25776,19,0
29940,6,0
51232,5,0
11066,38,0
158931,2,0
69908,4,0
79077,31,0
69288,5,0
79726,14,0
23065,39,0
152330,6,0
65249,1,0
10044,11,0
92714,39,0
60481,6,0
22983,41,0
10136,2,0
84076,22,0
347918,20,0
84975,8,0
9837,5,0
729,11,0
10717,11,0
79731,5,0
11863,1,0
55367,39,0
57522,13,0
17918,3,0
25912,5,0
2488,3,0
84498,6,0
57647,19,0
28227,9,0
83591,7,0
2158,6,0
541466,4,0
3199,6,0
51501,3,0
84206,16,0
54796,4,0
9767,22,0
834706,1,0
642443,1,0
6543,6,0
4990,4,0
5649,7,0
285313,1,0
22898,2,0
27374,8,0
23361,6,0
151835,1,0
442867,2,0
91369,18,0
51175,4,0
171392,4,0
94241,11,0
12402,3,0
26416,6,0
55578,23,0
11213,19,0
5555,1,0
360227,1,0
5940,37,0
11039,6,0
81689,16,0
24142,6,0
10556,30,0
340348,6,0
22004,2,0
8310,5,0
57460,3,0
7980,5,0
4580,19,0
116986,10,0
55553,17,0
247,6,0
84333,34,0
57586,1,0
55113,1,0
7038,12,0
54842,3,0
25999,13,0
78987,18,0
209354,1,0
4601,29,0
5624,15,0
30819,9,0
83734,17,0
4210,16,0
57010,1,0
778,2,0
23509,13,0
140838,10,0
84364,14,0
2642,5,0
853168,1,0
414318,12,0
67200,18,0
26895,1,0
134466,4,0
64591,2,0
8396,25,0
285148,1,0
56951,5,0
11041,13,0
51735,17,0
129880,10,0
64655,1,0
26380,15,0
203228,13,0
23135,14,0
10106,27,0
219736,3,0
83729,5,0
2995,5,0
5349,11,0
55507,5,0
294917,1,0
79865,14,0
113,28,0
219990,1,0
20416,4,0
26813,1,0
23431,18,0
11152,12,0
1158,23,0
3269,11,0
67444,4,0
57110,3,0
56419,2,0
855342,1,0
3898,4,0
851862,1,0
124872,2,0
27247,16,0
10209,12,0
17344,4,0
6519,2,0
157285,8,0
146853,11,0
58220,12,0
9468,11,0
2917,16,0
25807,8,0
7432,15,0
128240,18,0
8499,17,0
1106,20,0
2098,33,0
387119,5,0
55133,21,0
9053,31,0
55228,5,0
81849,3,0
137392,3,0
64109,2,0
4549,1,0
54126,5,0
285672,27,0
79695,12,0
9465,12,0
27966,1,0
1272,30,0
116636,1,0
8200,9,0
9683,9,0
17118,7,0
338692,13,0
57007,12,0
51696,1,0
13171,1,0
77116,5,0
54545,7,0
255394,7,0
54897,11,0
3467,2,0
4585,6,0
7260,29,0
19013,5,0
9447,3,0
211922,26,0
855221,1,0
3218,4,0
286380,15,0
3460,9,0
51557,1,0
7466,14,0
64102,8,0
83448,6,0
90580,14,0
55909,15,0
389337,1,0
55753,7,0
6388,10,0
55695,14,0
11082,7,0
6487,19,0
199746,3,0
346288,10,0
54784,8,0
398044,1,0
5176,11,0
140629,3,0
51780,20,0
56207,2,0
91752,3,0
23518,8,0
284323,3,0
83693,9,0
79686,5,0
401507,3,0
1840,27,0
5175,28,0
9096,4,0
11854,6,0
326625,8,0
79675,6,0
6360,8,0
50762,1,0
8620,4,0
24627,3,0
318847,1,0
10597,9,0
751867,10,0
145482,15,0
830564,1,0
80301,21,0
2814,3,0
2693,2,0
9760,7,0
29907,9,0
84255,2,0
7730,4,0
9321,21,0
147372,10,0
85445,7,0
57610,31,0
881,2,0
23731,5,0
29954,10,0
12151,10,0
55122,11,0
56438,7,0
347240,19,0
80347,31,0
285613,4,0
6903,5,0
853167,4,0
131920,3,0
1836,8,0
2626,36,0
285381,6,0
23218,5,0
51764,45,0
432035,4,0
304,11,0
2703453,1,0
59272,10,0
147991,4,0
80264,3,0
856507,1,0
9925,18,0
91133,7,0
3077532,2,0
57678,17,0
28992,15,0
653808,11,0
9110,6,0
160622,8,0
6524,1,0
122481,11,0
30833,29,0
126326,6,0
80055,11,0
429,13,0
14828,5,0
84229,3,0
57731,14,0
9725,5,0
11334,10,0
158747,12,0
128821,8,0
3749,4,0
59126,3,0
6932,8,0
8796,9,0
7556,8,0
83475,9,0
92715,10,0
55361,13,0
160428,11,0
304978,1,0
85465,5,0
84287,1,0
23779,8,0
553158,1,0
6700,16,0
29765,6,0
4703,28,0
19015,6,0
218503,11,0
8635,11,0
284352,15,0
151313,1,0
8131,13,0
4440,6,0
29947,13,0
91056,9,0
57817,3,0
84083,4,0
1731,29,0
26918,1,0
6539,3,0
64145,18,0
256309,3,0
326624,6,0
21416,1,0
23301,12,0
27202,3,0
728,11,0
22330,1,0
6236,15,0
166824,8,0
286467,2,0
441094,2,0
445571,12,0
320706,19,0
825462,1,0
55249,17,0
64091,21,0
53373,2,0
4664,13,0
18595,1,0
256364,12,0
212127,2,0
79870,4,0
84792,2,0
28231,4,0
10953,33,0
51629,3,0
2841,12,0
51170,7,0
79842,27,0
5064,14,0
7701,4,0
18626,2,0
255877,26,0
440915,11,0
5535,7,0
130106,10,0
381921,6,0
57650,28,0
7837,13,0
23409,9,0
8439,30,0
1339,20,0
58516,13,0
1819,15,0
853465,1,0
58504,3,0
51237,3,0
79944,8,0
3620,16,0
6621,13,0
84057,3,0
131118,15,0
27036,5,0
27077,23,0
132001,3,0
400221,1,0
18746,7,0
2519,21,0
853409,1,0
55326,9,0
14794,1,0
160760,4,0
22213,4,0
66583,16,0
2668,15,0
163782,6,0
79230,10,0
8459,3,0
25884,8,0
55745,7,0
221322,3,0
1420,9,0
856454,1,0
64282,36,0
5427,44,0
57539,15,0
25841,7,0
124935,7,0
9120,6,0
35540,1,0
27143,8,0
654790,1,0
5990,13,0
73121,2,0
220,45,0
217866,2,0
84968,2,0
56650,28,0
9749,7,0
56895,12,0
26521,14,0
339970,1,0
6297,20,0
51059,2,0
404053,7,0
79029,18,0
24145,11,0
4123,12,0
5053,14,0
1673,2,0
23300,3,0
5634,25,0
84331,7,0
7268,48,0
26278,14,0
828571,2,0
348938,2,0
56655,30,0
201562,13,0
2538,4,0
729857,3,0
146223,4,0
282857,1,0
84722,22,0
80315,4,0
81794,7,0
54916,7,0
10110,28,0
127294,3,0
3338,3,0
24137,26,0
730112,4,0
72722,1,0
8853,33,0
26151,11,0
67845,4,0
22928,13,0
2834,5,0
51052,1,0
27181,1,0
27350,24,0
54,15,0
5797,10,0
125050,12,0
8225,8,0
11076,10,0
208618,2,0
203076,7,0
374986,5,0
144110,11,0
100132074,11,0
