id,role_0,role_1,role_2,role_3,role_4
54919,56,11150,1465,75,0
51350,49,10199,1005,171,0
128239,21,7504,200,10,0
972,49,3812,1162,14,0
11162,10,264,45,0,0
115704,26,3840,317,8,0
57213,10,2274,45,0,0
85395,13,3745,72,6,0
84159,17,4967,125,11,0
219402,3,840,3,0,0
11067,20,3431,177,13,0
23473,24,5062,260,16,0
8537,3,1060,3,0,0
2166,3,647,3,0,0
9557,57,8942,1464,132,0
51654,8,913,26,2,0
23412,28,2396,277,101,0
28991,12,1008,10,56,0
53970,8,503,27,1,0
5994,10,1449,37,8,0
55577,66,7047,2060,85,0
10237,8,2558,26,2,0
3039,29,7974,379,27,0
51327,11,872,54,1,0
10391,5,707,9,1,0
80178,12,2507,59,7,0
1912,103,16232,4856,397,0
9789,34,4455,544,17,0
225523,37,2963,531,135,0
8823,6,3528,14,1,0
85458,21,5167,182,28,0
1388,28,3392,363,15,0
114786,1,169,0,0,0
102920,3,165,0,3,0
84669,34,6871,537,24,0
24419,3,693,1,2,0
71861,2,1917,0,1,0
140735,52,5935,1253,73,0
100526767,10,956,32,13,0
300965,1,247,0,0,0
6046,38,8089,624,79,0
5949,16,2049,86,34,0
79174,12,587,65,1,0
81647,2,247,0,1,0
1949,10,1056,43,2,0
60496,34,10016,522,39,0
26508,26,5457,311,14,0
80829,68,11504,1586,692,0
6374,13,1675,71,7,0
541468,23,2529,242,11,0
50852,12,3377,39,27,0
5920,13,2605,72,6,0
81569,22,2644,221,10,0
153,21,3344,189,21,0
213539,63,10021,1804,149,0
2980,9,1391,31,5,0
2984,28,1255,373,5,0
22909,34,5508,513,48,0
23654,24,4465,265,11,0
10791,21,1360,180,30,0
943,11,1339,41,14,0
22029,6,504,13,2,0
79370,20,2564,163,27,0
126003,19,2610,148,23,0
10552,37,7925,502,164,0
81839,24,3467,260,16,0
10948,7,741,21,0,0
9256,20,1953,181,9,0
22882,15,4150,92,13,0
57822,8,948,27,1,0
1804,5,655,10,0,0
346689,2,199,1,0,0
9695,28,4284,358,20,0
79171,26,9682,247,78,0
9173,15,3190,92,13,0
10611,56,12288,1428,112,0
125144,4,2683,6,0,0
23365,30,5785,410,25,0
349667,3,370,3,0,0
5291,35,9703,481,114,0
128872,10,3295,42,3,0
11189,8,907,24,4,0
55761,13,1737,74,4,0
70928,36,3931,592,38,0
80223,23,3908,218,35,0
383295,18,758,132,21,0
3073,49,5708,1057,119,0
2006,25,928,288,12,0
2201,17,2174,127,9,0
375743,5,581,9,1,0
148022,41,6041,704,116,0
10201,15,2771,92,13,0
1040,19,1523,164,7,0
9397,23,5428,231,22,0
55204,11,5217,47,8,0
23214,28,4411,347,31,0
2180,14,2900,62,29,0
4799,47,13601,864,217,0
10314,20,7075,172,18,0
1244,47,4297,1015,66,0
5083,22,2536,225,6,0
5326,22,1870,225,6,0
23184,27,4730,341,10,0
2768,41,6535,742,78,0
64283,10,2044,39,6,0
155038,2,2480,1,0,0
10218,3,2473,2,1,0
81875,13,3489,64,14,0
9236,14,1248,91,0,0
56144,18,3481,142,11,0
51271,17,6751,113,23,0
74355,17,1151,135,1,0
26256,4,1631,4,2,0
65266,17,3560,118,18,0
26249,20,4630,164,26,0
3783747,1,257,0,0,0
1607,17,1199,31,105,0
54607,3,362,2,1,0
121793,16,374,120,0,0
80762,26,3439,297,28,0
23788,60,13015,1391,379,0
2703413,6,2531,5,10,0
140,12,1626,64,2,0
25793,54,10291,1302,129,0
54973,65,6730,1839,241,0
27101,81,14618,3025,215,0
16593,1,321,0,0,0
83696,24,7289,227,49,0
83659,30,3686,406,29,0
79587,5,1117,9,1,0
1404,8,2302,22,6,0
67781,2,92,1,0,0
1632,9,2937,33,3,0
3806,3,460,2,1,0
51460,32,3021,469,27,0
342538,21,4219,158,52,0
80243,4,944,5,1,0
7764,30,5362,203,232,0
84910,2,138,1,0,0
286826,26,5836,257,68,0
415117,24,2146,260,16,0
414059,8,2034,24,4,0
6773,46,10887,909,126,0
100287932,29,4448,387,19,0
4242,5,348,4,6,0
6787,19,2717,166,5,0
54875,12,1676,63,3,0
221662,30,1934,427,8,0
6400,43,6731,770,133,0
4543,27,3954,317,34,0
3418,22,5344,191,40,0
54756,2,256,1,0,0
7343,82,19441,2935,386,0
284805,2,19,1,0,0
7164,21,3258,188,22,0
5449,24,3014,233,43,0
29965,16,3832,80,40,0
1636,10,2503,39,6,0
260425,25,1618,293,7,0
1296,14,1363,88,3,0
8974,21,2043,200,10,0
685,12,2720,60,6,0
26098,31,3966,452,13,0
11165,43,7714,870,33,0
100151683,11,2475,4,51,0
64756,4,468,5,1,0
5790,5,1570,9,1,0
3456,16,2160,104,16,0
3484,14,974,83,8,0
493856,23,7038,230,23,0
51339,16,2252,110,10,0
79917,23,1344,205,48,0
11136,43,7869,139,764,0
13196,14,1489,86,5,0
5524,67,14005,2004,207,0
55222,2,101,1,0,0
135112,13,1856,62,16,0
64682,73,12328,2100,528,0
23644,59,15833,1456,255,0
51174,4,421,6,0,0
3236,10,1439,37,8,0
90273,45,1716,973,17,0
5298,14,3801,80,11,0
118429,10,1101,39,6,0
1285,25,5463,260,40,0
4718,59,3886,329,1382,0
901,9,922,32,4,0
58493,16,3782,111,9,0
5598,109,22392,5410,476,0
121340,9,1380,33,3,0
353376,21,2852,165,45,0
347902,4,267,5,1,0
116138,30,6949,393,42,0
84065,13,3660,71,7,0
140775,8,2938,25,3,0
2540392,2,226,0,1,0
83699,5,1299,9,1,0
399761,7,2401,20,1,0
154467,6,503,15,0,0
3225,32,2831,478,18,0
2926,50,9684,869,356,0
4986,16,2669,108,12,0
64801,14,2768,89,2,0
727800,11,2025,43,12,0
3752,35,5919,565,30,0
9868,39,10127,624,117,0
5775,19,4390,146,25,0
692312,12,3880,39,27,0
117584,23,3708,228,25,0
3268,7,3713,16,5,0
2038,16,1795,109,11,0
10848,27,6999,311,40,0
203,33,5626,509,19,0
51594,15,3049,81,24,0
7504,19,4840,156,15,0
112495,11,4227,42,13,0
11061,8,1093,27,1,0
55374,7,602,20,1,0
84457,3,493,3,0,0
9060,16,3982,109,11,0
54878,21,3001,199,11,0
80210,9,2594,36,0,0
4642,32,7523,457,39,0
26046,57,9228,1549,47,0
20610,16,1225,119,1,0
645104,6,224,14,1,0
27129,17,5256,122,14,0
72895,6,449,12,3,0
285966,4,204,6,0,0
130497,4,914,4,2,0
64158,5,689,8,2,0
55320,12,3591,63,3,0
9962,14,767,90,1,0
55744,9,693,35,1,0
826470,1,179,0,0,0
83460,9,1505,19,17,0
157680,6,485,14,1,0
20419,17,973,130,6,0
10591,13,1618,74,4,0
19359,3,749,2,1,0
59342,16,3437,86,34,0
100294114,5,555,10,0,0
5743,45,9218,865,125,0
6439,2,694,1,0,0
9472,17,5580,102,34,0
2030,5,835,10,0,0
55734,27,4618,325,26,0
52717,26,2433,181,144,0
84914,108,16042,5225,553,0
3240,31,5596,434,31,0
12306,9,910,32,4,0
113146,25,1528,297,3,0
132671,15,2619,91,14,0
1053,60,6746,1597,173,0
25925,13,4553,59,19,0
23262,13,2990,70,8,0
9079,30,3386,405,30,0
23181,37,3973,637,29,0
969,15,281,104,1,0
5162,65,13705,1911,169,0
140290,10,3187,45,0,0
54552,41,10285,761,59,0
10868,81,9235,3129,111,0
170302,17,1544,111,25,0
27067,28,10520,263,115,0
55038,33,6965,498,30,0
21374,6,255,9,6,0
69706,17,3852,93,43,0
101861,8,679,13,15,0
57117,33,4391,365,163,0
7005,26,2581,317,8,0
636,17,5858,102,34,0
205428,5,207,10,0,0
63891,31,4750,446,19,0
50945,8,3839,24,4,0
2050,15,6162,99,6,0
7503,5,2386,7,3,0
6565,30,3006,377,58,0
2799,40,4938,669,111,0
3425,6,170,11,4,0
634,24,3559,246,30,0
5137,19,553,167,4,0
5648,21,3288,197,13,0
8490,8,3631,20,8,0
2703434,1,118,0,0,0
5789,13,861,65,13,0
5791,11,3083,41,14,0
929,32,1662,492,4,0
381,47,6062,1013,68,0
2703390,22,4996,192,39,0
10170,9,206,36,0,0
133418,10,1076,45,0,0
4184,73,6796,1883,745,0
147183,22,1430,218,13,0
8193,10,2112,22,23,0
114781,14,3378,75,16,0
94032,3,743,2,1,0
55770,33,6239,448,80,0
55124,3,1127,3,0,0
11226,5,1071,9,1,0
8884,3,498,2,1,0
126969,2,230,1,0,0
13669,120,17007,5312,1828,0
55628,5,1251,9,1,0
853059,1,1644,0,0,0
57561,41,6649,754,66,0
229,37,4608,575,91,0
23326,59,6980,1545,166,0
57554,19,2501,157,14,0
26959,32,6424,453,43,0
1813,25,2067,287,13,0
55437,8,4235,22,6,0
54865,28,7662,360,18,0
5867,51,6857,1208,67,0
92154,3,815,2,1,0
60672,19,3518,147,24,0
2188,23,2242,110,143,0
3292,26,571,93,232,0
285331,14,2208,47,44,0
270685,1,521,0,0,0
161753,2,97,1,0,0
11113,21,5684,194,16,0
84131,21,5553,195,15,0
5783,39,5500,697,44,0
64093,13,2799,65,13,0
221184,46,8509,1002,33,0
123970,3,2926,0,3,0
10609,17,1388,135,1,0
8557,23,3224,234,19,0
4485,10,803,43,2,0
375248,9,1452,36,0,0
287670,1,247,0,0,0
91039,32,3749,456,40,0
84919,13,3330,67,11,0
2187,20,1013,94,96,0
55869,38,6775,645,58,0
63897,12,3633,62,4,0
9762,5,1041,8,2,0
8545,25,6432,274,26,0
4285,9,2783,35,1,0
25988,39,8241,695,46,0
79643,20,1298,134,56,0
5890,42,4128,684,177,0
3397,51,5843,1229,46,0
29916,19,1238,166,5,0
203111,6,818,15,0,0
1995,11,3848,38,17,0
3448,10,1137,36,9,0
3217,18,5575,119,34,0
130507,17,771,134,2,0
914,22,4170,200,31,0
197196,1,21,0,0,0
84106,33,7754,466,62,0
58510,9,209,16,20,0
133957,9,922,35,1,0
3766,21,4213,195,15,0
2811,26,3785,283,42,0
8460,3,541,3,0,0
29914,9,1098,36,0,0
57761,58,12421,1559,94,0
270,8,3608,22,6,0
2516,51,10820,1169,106,0
57622,8,606,28,0,0
84171,16,1846,95,25,0
20115,1,387,0,0,0
777,3,506,3,0,0
3595,6,248,9,6,0
3592,5,48,7,3,0
8698,5,506,8,2,0
6659,27,5946,328,23,0
28951,9,3366,32,4,0
190,16,2496,95,25,0
55421,41,10511,654,166,0
8813,33,8785,495,33,0
3421,24,2342,234,42,0
118738,11,2620,43,12,0
283373,22,5473,183,48,0
387338,19,4940,159,12,0
1284,42,6269,823,38,0
5008,17,2762,124,12,0
80326,1,695,0,0,0
10380,10,1322,44,1,0
851587,1,1644,0,0,0
10040,61,9630,1667,163,0
2596,15,2956,96,9,0
64222,16,1080,118,2,0
115209,3,118,3,0,0
114823,74,10215,2514,187,0
91977,8,790,25,3,0
17345,16,2475,84,36,0
16580,7,1154,7,14,0
90459,15,2340,104,1,0
96459,20,4389,161,29,0
286451,22,2999,215,16,0
84280,13,3289,66,12,0
508199,1,32,0,0,0
3251,48,10105,1044,84,0
157556,22,4344,217,14,0
3352,4,84,3,3,0
827272,1,199,0,0,0
8431,65,11079,1863,217,0
859,21,2416,196,14,0
128178,13,2963,50,28,0
66591,30,1675,433,2,0
8624,37,5374,544,122,0
9473,3,493,3,0,0
1376,20,1282,178,12,0
1476,29,6026,369,37,0
100048912,1,281,0,0,0
56993,52,10458,1132,194,0
285527,24,3463,251,25,0
83493,17,1643,105,31,0
3434,46,8684,838,197,0
546071,6,367,15,0,0
3911,25,2104,293,7,0
9952,8,4,0,28,0
1123,16,2150,112,8,0
114791,26,4898,207,118,0
7123,17,3877,123,13,0
114041,3,484,3,0,0
55239,33,2527,415,113,0
2570,5,1337,5,5,0
821159,1,612,0,0,0
7620,3,1074,2,1,0
10005,12,2535,65,1,0
63976,28,3163,367,11,0
7135,17,1952,112,24,0
57572,23,3979,233,20,0
23569,12,5350,54,12,0
5471,36,5926,580,50,0
6988,2,599,1,0,0
54942,3,109,3,0,0
55286,8,709,21,7,0
22034,4,630,5,1,0
66354,52,6343,935,391,0
9130,12,6259,59,7,0
92749,6,369,15,0,0
9054,22,4073,213,18,0
9580,11,2415,52,3,0
6010,17,1994,129,7,0
4882,28,1886,373,5,0
5147,52,3752,1272,54,0
4796,31,8769,333,132,0
85480,3,2676,2,1,0
20479,58,3916,1577,76,0
79922,44,4186,923,23,0
11117,29,2531,393,13,0
79837,31,8737,415,50,0
339448,11,6994,50,5,0
56480,3,226,3,0,0
243846,40,5454,706,74,0
80206,2,464,1,0,0
1633,31,5752,395,70,0
26146,74,13738,2484,217,0
90410,36,4430,552,78,0
5178,7,2081,16,5,0
27127,6,542,4,11,0
9466,6,629,12,3,0
54707,11,5146,36,19,0
1501,24,5313,245,31,0
6783,23,3134,232,21,0
55034,15,1997,103,2,0
79915,15,1814,91,14,0
2744,31,3620,442,23,0
6615,73,17163,2357,271,0
253935,1,9,0,0,0
26231,8,1579,26,2,0
824,62,10187,1706,185,0
5068,6,1297,14,1,0
340156,8,2640,21,7,0
6097,29,3293,339,67,0
10957,20,4701,171,19,0
55610,33,4760,469,59,0
4956,15,2801,90,15,0
79098,6,3124,9,6,0
283927,2,857,1,0,0
2595,10,384,23,22,0
54681,5,1803,10,0,0
145173,11,2693,53,2,0
9133,34,7190,486,75,0
1807,6,215,15,0,0
51733,18,866,119,34,0
26057,28,7496,358,20,0
145773,3,1564,3,0,0
158234,33,2991,238,290,0
10232,14,1012,77,14,0
30813,10,2533,41,4,0
7840,33,3992,457,71,0
369,102,16534,4839,312,0
55080,12,3549,55,11,0
338674,7,428,20,1,0
1520,10,443,44,1,0
84219,16,1547,92,28,0
348654,3,646,2,1,0
83468,9,650,35,1,0
51473,21,3374,205,5,0
854673,1,1644,0,0,0
235072,13,703,53,25,0
219348,5,235,10,0,0
9771,8,218,28,0,0
9912,5,683,8,2,0
64924,20,4245,166,24,0
55207,21,5844,197,13,0
114,28,1949,373,5,0
80144,15,811,105,0,0
80021,11,1238,53,2,0
8916,30,7857,408,27,0
201266,13,3197,77,1,0
65110,28,7412,294,84,0
10336,28,4814,267,111,0
130074,51,4944,1180,95,0
285755,3,442,3,0,0
10738,13,1429,77,1,0
79983,32,4122,483,13,0
54821,20,6125,172,18,0
24511,1,54,0,0,0
51228,2,1949,1,0,0
71819,11,966,47,8,0
55651,32,7997,419,77,0
10166,8,3306,27,1,0
88455,23,8835,228,25,0
1073,56,8582,1226,314,0
64215,18,3290,145,8,0
57223,32,5963,439,57,0
407,25,3498,259,41,0
159091,1,234,0,0,0
91582,18,5001,132,21,0
143872,4,682,4,2,0
74237,4,492,0,6,0
29085,20,1854,187,3,0
80173,25,5269,207,93,0
339175,5,2799,7,3,0
137735,6,810,10,5,0
8613,6,2782,11,4,0
134391,5,478,9,1,0
100131816,25,4265,285,15,0
196403,50,6459,1151,74,0
51337,12,4063,61,5,0
18538,26,2328,297,28,0
3012,24,9966,222,54,0
10214,23,3070,240,13,0
2971,19,2341,139,32,0
54676,21,5140,193,17,0
56526,28,2935,357,21,0
2520,11,1358,55,0,0
90957,42,11444,726,135,0
161291,1,1,0,0,0
4855,17,3645,122,14,0
4671,10,858,44,1,0
853870,1,1644,0,0,0
248,10,4152,38,7,0
8577,20,863,188,2,0
143684,22,5918,178,53,0
22862,27,6985,337,14,0
57555,11,2519,50,5,0
344892,8,706,26,2,0
24506,1,247,0,0,0
4828,4,429,6,0,0
3092,45,8320,906,84,0
10312,20,3388,170,20,0
79990,10,3652,44,1,0
2247,40,5032,738,42,0
154043,6,210,15,0,0
392,46,8352,967,68,0
89849,6,2048,12,3,0
63876,32,3335,465,31,0
55006,13,1256,78,0,0
79778,14,1361,83,8,0
3442,16,2619,107,13,0
3443,3,706,1,2,0
6248,4,604,6,0,0
3824,7,453,15,6,0
11033,27,4349,332,19,0
934,3,318,3,0,0
65987,4,423,5,1,0
116254,54,1745,1422,9,0
10929,28,9454,299,79,0
84100,8,271,28,0,0
51224,23,3182,235,18,0
54962,17,4499,96,40,0
7922,37,3741,606,60,0
100288160,1,10,0,0,0
84651,11,289,55,0,0
140458,22,3230,207,24,0
27179,5,538,9,1,0
258010,16,1716,96,24,0
9052,35,4795,534,61,0
54776,24,3212,259,17,0
8476,28,4164,373,5,0
2583,5,55,7,3,0
8869,6,65,12,3,0
56953,27,1041,316,35,0
953,13,474,44,34,0
4154,30,8000,349,86,0
3481,23,1454,241,12,0
91179,5,2138,5,5,0
79563,1,247,0,0,0
64601,46,4874,948,87,0
23099,34,5468,537,24,0
55082,24,12153,200,76,0
7036,8,1176,27,1,0
26575,43,3135,727,176,0
284325,54,5162,1284,147,0
227699,21,3459,186,24,0
57190,16,5013,110,10,0
140459,37,9630,593,73,0
10102,21,3863,203,7,0
2633,12,1764,56,10,0
84807,39,6164,704,37,0
64748,24,1177,275,1,0
892,117,13763,5774,1012,0
79847,7,5090,17,4,0
775,25,5777,277,23,0
55432,39,8077,655,86,0
129685,26,2338,197,128,0
10238,62,17786,1620,271,0
7779,11,2649,54,1,0
103583,20,3156,170,20,0
84501,5,933,10,0,0
79608,35,2862,573,22,0
64843,8,1054,14,14,0
9213,27,6862,317,34,0
5073,28,2910,296,82,0
4886,4,245,6,0,0
64421,34,4808,491,70,0
758,28,2188,360,18,0
80320,8,375,28,0,0
6653,29,6908,389,17,0
57466,30,6605,394,41,0
219738,15,913,103,2,0
102857,6,508,15,0,0
23234,42,13007,730,131,0
9051,92,11624,3951,235,0
71766,2,337,1,0,0
55582,4,449,6,0,0
55238,14,658,80,11,0
307347,1,247,0,0,0
391,25,2771,288,12,0
57093,7,2043,14,7,0
57905,18,1839,119,34,0
2277,13,537,72,6,0
8754,25,2949,288,12,0
84285,25,8439,261,39,0
99375,32,3256,410,86,0
54904,50,6667,1153,72,0
14811,2,258,1,0,0
52428,2,703,0,1,0
51363,22,2085,229,2,0
340719,5,234,8,2,0
23332,35,10483,523,72,0
2322,20,5666,155,35,0
27429,66,10885,2013,132,0
7423,15,793,100,5,0
59344,8,416,28,0,0
51227,6,19,2,13,0
5283,7,139,11,10,0
54892,17,4044,110,26,0
23091,88,13465,2762,1066,0
65109,51,10651,1025,250,0
55267,13,2746,66,12,0
440321,20,2462,181,9,0
58986,13,3899,51,27,0
269881,1,122,0,0,0
100289678,1,60,0,0,0
23092,11,1594,50,5,0
200958,3,117,3,0,0
112487,4,4370,6,0,0
67268,11,1248,45,10,0
115,33,2010,524,4,0
5287,22,9772,156,75,0
337963,10,1140,32,13,0
9368,108,11690,5545,233,0
126375,38,7585,542,161,0
123228,14,3442,60,31,0
79415,18,2045,151,2,0
6674,13,2937,77,1,0
3730,2,104,1,0,0
84861,13,6356,37,41,0
6915,37,4937,598,68,0
4151,3,2446,2,1,0
2170,14,3128,82,9,0
5629,20,4553,166,24,0
10008,11,1849,53,2,0
11186,69,11577,2138,208,0
1486,2,1895,0,1,0
101206,2,951,1,0,0
217718,23,2703,229,24,0
145946,19,4527,135,36,0
23111,40,10491,689,91,0
26147,32,5850,448,48,0
9747,41,10166,766,54,0
6687,48,8242,1084,44,0
54872,5,2384,10,0,0
284203,1,825,0,0,0
1798,7,1343,15,6,0
29071,10,583,42,3,0
39,65,12098,1904,176,0
53375,22,2133,215,16,0
55177,34,8032,513,48,0
9370,22,1487,228,3,0
148398,15,2862,98,7,0
221060,6,328,15,0,0
116328,9,2511,33,3,0
4524,16,1186,93,27,0
26013,43,6264,613,290,0
54130,11,1415,22,33,0
285848,10,792,40,5,0
9902,16,2469,116,4,0
148109,12,1940,62,4,0
114882,24,5798,263,13,0
10922,12,2692,65,1,0
5187,37,5376,600,66,0
10063,33,4608,492,36,0
1666,31,11628,418,47,0
5047,22,5632,223,8,0
53840,8,747,19,9,0
51296,16,3428,105,15,0
284338,7,2641,14,7,0
286336,3,191,2,1,0
9024,14,4919,79,12,0
11018,11,1709,45,10,0
1116,3,73,3,0,0
63934,3,904,3,0,0
13018,9,1711,26,10,0
6514,7,3232,17,4,0
145645,1,2129,0,0,0
1318,6,244,13,2,0
10267,9,436,27,9,0
5286,58,11883,1358,295,0
7165,70,12880,2149,266,0
6483,17,285,101,35,0
8703,40,2097,729,51,0
6863,12,1505,60,6,0
57662,23,2759,242,11,0
9512,22,4648,219,12,0
19056,1,521,0,0,0
5341,13,2259,68,10,0
283011,1,686,0,0,0
1876,50,8505,1015,210,0
645,11,609,55,0,0
641700,2,954,0,1,0
51361,38,4197,653,50,0
55502,9,2132,29,7,0
11155,9,1001,32,4,0
8996,40,5062,719,61,0
113220,2,38,1,0,0
27249,6,351,15,0,0
85477,12,3610,54,12,0
3077429,7,1340,17,4,0
92745,8,577,25,3,0
78986,13,2481,76,2,0
10781,13,4114,56,22,0
4207,7,922,20,1,0
6018,13,1888,76,2,0
192160,1,76,0,0,0
63892,24,6018,236,40,0
1523,56,7617,1477,63,0
100133763,6,711,14,1,0
196483,22,2623,222,9,0
9312,5,1094,7,3,0
55819,27,4683,338,13,0
10960,28,8008,345,33,0
85569,2,509,0,1,0
837,57,8346,1511,85,0
90780,21,5598,159,51,0
9404,35,4134,578,17,0
855284,1,1644,0,0,0
23087,15,2138,87,18,0
7369,2,20,1,0,0
282616,2,8,1,0,0
3588,7,24,20,1,0
55363,21,4325,188,22,0
54959,15,4124,100,5,0
100,32,5186,478,18,0
3991,17,2301,128,8,0
7476,4,99,6,0,0
147111,3,34,2,1,0
130540,23,3683,233,20,0
1609,24,2219,162,114,0
12464,46,4243,965,70,0
124359,17,4306,130,6,0
27436,14,5422,84,7,0
64374,13,2144,70,8,0
23157,39,4686,612,129,0
83478,5,3110,7,3,0
59349,73,11357,2549,79,0
114798,3,1312,2,1,0
8309,15,959,43,62,0
11211,5,1669,5,5,0
83894,16,1725,113,7,0
54873,13,4586,74,4,0
8527,25,1655,175,125,0
9904,22,4469,180,51,0
2328,4,332,5,1,0
27352,14,4685,82,9,0
483,102,9754,4906,245,0
51809,13,1121,77,1,0
80781,23,2551,239,14,0
3852,74,18926,2235,466,0
4693,5,3088,10,0,0
93836,8,2207,23,5,0
7064,46,7845,912,123,0
10439,13,4291,74,4,0
2639,36,4623,481,149,0
64855,25,4192,234,66,0
399,11,1167,49,6,0
54855,13,3680,67,11,0
23333,5,579,10,0,0
57568,19,3276,141,30,0
155465,22,2871,220,11,0
8985,43,9969,822,81,0
4967,52,9837,1146,180,0
5420,14,3511,87,4,0
286148,6,3985,10,5,0
80263,15,4772,96,9,0
11285,24,4420,271,5,0
126792,7,387,21,0,0
23306,8,2643,24,4,0
80019,25,3328,263,37,0
284297,14,2046,78,13,0
727738,8,1346,27,1,0
84128,15,3551,95,10,0
16480,39,3702,727,14,0
10926,20,5029,116,74,0
55179,7,618,21,0,0
3488,36,3192,601,29,0
551,11,2367,55,0,0
4818,15,1102,101,4,0
146059,11,1661,41,14,0
4121,7,214,13,8,0
84759,30,6149,338,97,0
346673,8,1759,26,2,0
342132,23,3977,244,9,0
9419,21,4140,195,15,0
83871,16,4556,110,10,0
6515,5,2433,9,1,0
1901,15,4139,96,9,0
27032,16,6253,113,7,0
123016,5,330,5,5,0
7706,89,14537,3672,244,0
23586,47,7378,952,129,0
170261,14,4392,84,7,0
6340,17,3341,102,34,0
7813,30,4289,422,13,0
8863,16,1597,90,30,0
5545,3,421,1,2,0
9590,38,6563,643,60,0
629,11,1900,47,8,0
56792,1,289,0,0,0
7134,13,906,69,9,0
126298,10,2564,44,1,0
59339,16,2122,112,8,0
30835,15,977,102,3,0
3351,8,907,26,2,0
23384,54,10930,1249,182,0
19679,2,86,0,1,0
3855,20,4392,178,12,0
81570,22,7871,214,17,0
93594,35,3436,386,209,0
18573,1,521,0,0,0
6253,12,711,58,8,0
10810,16,3243,105,15,0
852376,1,102,0,0,0
1364,7,837,21,0,0
378108,29,5101,374,32,0
57801,13,1580,75,3,0
118987,11,3180,49,6,0
2138,10,1282,42,3,0
7593,16,1373,110,10,0
10278,39,10069,626,115,0
83942,18,3415,143,10,0
79780,11,1164,55,0,0
347734,21,2115,206,4,0
2128,1,267,0,0,0
27348,10,1227,40,5,0
1264,17,3050,116,20,0
9692,11,632,53,2,0
55607,32,4142,435,61,0
70601,9,579,34,2,0
93144,27,6271,123,228,0
1907,3,175,3,0,0
283551,5,1548,10,0,0
54981,8,2731,23,5,0
283219,13,1956,76,2,0
2697,45,8037,917,73,0
2700,6,1475,12,3,0
55890,8,587,28,0,0
56676,12,3016,54,12,0
5321,50,8632,1145,80,0
7032,3,32,3,0,0
7174,23,6334,235,18,0
7136,14,1615,85,6,0
9033,3,63,3,0,0
22030,7,281,20,1,0
51614,54,1504,1418,13,0
124565,13,744,78,0,0
66005,7,2434,20,1,0
133,8,314,24,4,0
112755,24,1426,227,49,0
55680,9,978,34,2,0
7705,11,903,55,0,0
942,7,347,19,2,0
940,22,3150,192,39,0
25963,12,1826,62,4,0
112611,12,799,37,29,0
10910,89,12034,3702,214,0
9046,32,4144,442,54,0
55847,28,4123,316,62,0
11164,41,7901,731,89,0
17131,7,1220,12,9,0
91,49,9097,1033,143,0
25979,12,4842,57,9,0
51526,3,1358,3,0,0
50488,24,4436,253,23,0
57524,4,947,5,1,0
434,6,97,14,1,0
23637,38,6942,661,42,0
6401,21,2624,186,24,0
10361,7,1484,20,1,0
5476,51,4459,1156,119,0
55846,7,235,18,3,0
26584,2,84,1,0,0
29066,10,4633,41,4,0
221613,25,7103,227,73,0
9764,6,2537,14,1,0
55699,38,10707,627,76,0
134,11,613,51,4,0
81556,42,3074,772,89,0
2774,6,271,13,2,0
55831,32,7023,398,98,0
2357,6,1120,11,4,0
55252,18,5530,134,19,0
80195,12,1021,64,2,0
229707,14,1201,39,52,0
1954,9,2397,35,1,0
27156,37,5957,619,47,0
10605,41,7191,718,102,0
440563,6,1331,7,8,0
3214,8,2046,19,9,0
925,35,5406,509,86,0
55756,28,2453,210,168,0
57405,36,2267,521,109,0
366310,3,1467,0,3,0
75964,20,1139,167,23,0
64318,31,8537,284,181,0
93742,2,437,1,0,0
91687,47,7717,372,709,0
3135,18,1145,90,63,0
115908,1,234,0,0,0
653499,7,1360,19,2,0
10927,35,9446,520,75,0
23387,23,7819,199,54,0
294429,1,247,0,0,0
50999,4,354,5,1,0
10908,20,6242,173,17,0
63877,2,68,1,0,0
55281,9,1123,35,1,0
79081,3,522,2,1,0
134353,31,6153,373,92,0
133584,5,2344,8,2,0
9880,12,3610,57,9,0
284393,7,4776,1,20,0
4905,93,16574,4000,278,0
22868,16,4249,108,12,0
199777,2,238,0,1,0
9765,10,3672,40,5,0
81618,15,2186,103,2,0
55692,110,17255,5318,677,0
115509,11,2488,46,9,0
7554,24,4539,252,24,0
115123,10,3223,43,2,0
55352,43,8187,717,186,0
3010,9,2528,33,3,0
4881,35,1924,569,26,0
5153,21,940,206,4,0
259,18,3583,136,17,0
1351,20,2337,141,49,0
9509,10,699,44,1,0
1968,48,14194,974,154,0
853290,2,1831,0,1,0
2588,27,888,267,84,0
59343,39,8894,661,80,0
292778,1,48,0,0,0
1877,18,3809,129,24,0
1103,11,1804,49,6,0
917,15,2502,86,19,0
5203,46,5666,919,116,0
54861,7,2095,18,3,0
643847,4,205,6,0,0
55132,21,10008,181,29,0
79149,10,3125,42,3,0
653489,10,3988,39,6,0
81609,20,7073,178,12,0
855836,10,5055,25,20,0
23072,21,5196,180,30,0
4689,22,3470,197,34,0
25796,26,7404,288,37,0
48,23,8391,218,35,0
9857,63,9761,1677,276,0
84529,4,594,3,3,0
3606,10,874,43,2,0
10068,4,194,6,0,0
56477,8,766,27,1,0
25972,7,580,20,1,0
9726,9,2074,36,0,0
81488,56,5537,1356,184,0
402682,37,3207,600,66,0
6351,11,333,50,5,0
1232,20,388,187,3,0
6382,24,4478,258,18,0
63948,52,4345,1281,45,0
84317,19,5650,154,17,0
5033,39,7613,714,27,0
